author,date,introduce,location,price,review,star
布里·根希尔德, /2018-01-01,Adobe公司推出的经典教程 畅销全球20年的图书 在全世界以27种语言火爆发行 以实例引导的正规学习用书。 让每位After Effects用户有机会学习Adobe专家的使用技巧。 提供完整教学资源：素材文件、复习题及答案。 学习如何创建、处理和优化用于影片、视频、DVD、网络以及移动设备的动态影像；在本书中，你将学会如何对文字和图像进行动画处理，如何自定义大量的特效以及动态蒙版；还将学会如何使用动态蒙版和色彩校正，以及学会如何使用After Effects和Maxon Cinema 4D Lite创建3D内容。 本书提供了学习Adobe After Effects CC的快、简单、全面的学习方式 Adobe Press出版的经典教程系列图书是市面上畅销的Adobe软件培训用书，该系列图书由Adobe产品专家开发，并得到了Adobe公司的授权和认可。 本书分为14课，包含了Adobe After Effects CC的基础知识，提供了大量的提示和技术，帮助读者更,人民邮电出版社,¥103.70,792条评论,width: 90%;

布里·根希尔德, /2017-09-01,Adobe公司推出的权v经典教程 畅销全球20年的图书 在全世界以27种语言火爆发行 以实例引导的正规学习用书。 让每位After Effects用户有机会学习Adobe专家的使用技巧。 提供完整教学资源：素材文件、复习题及答案。 学习如何创建、处理和优化用于影片、视频、DVD、网络以及移动设备的动态影像；在本书中，你将学会如何对文字和图像进行动画处理，如何自定义大量的特效以及动态蒙版；还将学会如何使用动态蒙版和色彩校正，以及学会如何使用After Effects和Maxon Cinema 4D Lite创建3D内容。 本书提供了学习Adobe After Effects CC的快、简单、全面的学习方式 Adobe Press出版的经典教程系列图书是市面上畅销的Adobe软件培训用书，该系列图书由Adobe产品专家开发，并得到了Adobe公司的授权和认可。 本书分为14课，包含了Adobe After Effects CC的基础知识，提供了大量的提示和技术，帮助读者,人民邮电出版社,¥56.60,1113条评论,width: 90%;

数字艺术教育研究室, /2012-07-01,本书全面系统地介绍了Photoshop CS6的基本操作方法和图形图像处理技巧，包括图像处理基础知识、初识PhotoshopCS6、绘制和编辑选区、绘制图像、修饰图像、编辑图像、绘制图形及路径、调整图像的色彩和色调、图层的应用、应用文字与蒙版、使用通道与滤镜和商业案例实训等内容。,人民邮电出版社,¥33.60,5371条评论,width: 90%;

马克西姆·亚戈, /2017-09-01,本书语言通俗易懂并配以大量的图示，特别适合新手阅读；有一定使用经验的用户也可从中学到大量高-级功能和CC版本新增的功能。本书还适合各类培训班学员及广大自学人员参考。,人民邮电出版社,¥75.80,1720条评论,width: 90%;

李金明, /2014-07-01,Photoshop图书全新升级版，全面、详细、经典的Photoshop学习资料。全彩印刷，视觉效果更加精美；大开本双栏版面，Photoshop CC功能、命令、应用全面解析；命令检索超级详细，帮助读者更加快速查找相关信息；269个与书中内容同步的实例视频教学录像、106集《PhotoshopCS专家讲堂》，更有超值附赠的设计资源库。更加值得学习和珍藏的Photoshop自学宝典。,人民邮电出版社,¥95.00,7924条评论,width: 90%;

Scott, /2015-03-01,世界**Photoshop大师、美国Photoshop国家专业协会主席Scott Kelby曝光业内领先绝密技法 源自**Photoshop 大师，Scott Kelby，《Photoshop User》杂志主编，美国Photoshop 国家专业协会主席 美国Benjamin Franklin大奖图书的**升级版 美国亚马逊网上书店年度畅销书*近升级版 对于修饰处理照片，Photoshop 是一款功能强大到令人难以置信的软件。但是，当您面对成百上千的照片，想要从中找出您需要的，您会发现Photoshop 也无法帮您完成。对于组织并编辑照片，Lightroom 是一款非常便利的软件。但是，在您用它工作了一段时间之后，您会意识到，您需要做一些Lightroom 做不了的事情，这可能是润饰人像，将两张或两张以上的图像合成在一起，全景照片拼接，创建逼真的HDR 图像，给图像增加美观的风格 配合使用Photoshop 和Lightroom 这两款功能强大的图片管理及处理软件，您,人民邮电出版社,¥66.20,3016条评论,width: 90%;

曾宽, /2013-01-01,抠图的秘诀是什么？ 人像应该怎么修？ 色调如何调才算漂亮？合成怎么做会更真实？ 真实的工作流程到底什么样？是时候解决这些问题了，本书通过 4 个大的部分，分别从目的出发，从功能出发，从问题出发，从工作项目出发对五项技术知识进行阐述，帮助你从零开始，轻松成为修图全能手。本书会带给你全新的读书体验，如果有遇到未能解决的 PS 问题或者阅读本书遇到的问题，可以通过新浪微博 @boxertian 与作者进行互动，帮你一一解答。,人民邮电出版社,¥66.20,14643条评论,width: 90%;

唯美世界, /2018-07-01,附赠配套资源及电子书请关注公众号获取【扫描实物书封底以及前言中的二维码】，或加入学习交流群获取【学习交流群号见书本前言中的提示】。,水利水电出版社,¥78.80,18条评论,width: 80%;

Jesse, /2016-04-01,本书一版曾获游戏开发者前线奖。作者以宝贵经验提出一百多套问题集，帮助你从各种角度观察游戏设计，例如心理、建筑、音乐、视觉、电影、软件工程、主题公园设计、数学、谜题设计和人类学等方方面面。,电子工业出版社,¥161.30,1263条评论,width: 100%;

李涛, /2017-05-01,Adobe中国专家李涛先生倾力编著 18个综合特效实例 4.02GB案例的工程源文件 260多分钟案例教学视频 随书光盘附赠李涛老师亲授案例配套DVD视频教学文件 登录书中提供网址，即可免费获得书中案例所需的全部素材文件 部分读者反映无法下载素材，请联系出版社领取，邮箱地址 songjianxiong@ptpress.com.cn，电话010-81055068,人民邮电出版社,¥95.00,1830条评论,width: 90%;

李金明, /2017-07-01,319集随书案例视频教学录像同步讲解 119集 80集赠送视频巩固学习 PS教育专家编写，带给您全面的教程讲解、海量的学习资源、丰富的实操案例、一站式教学服务。 这不仅是一本为Photoshop学习者精心打造的超值学习套餐，而且是一本解决学习者不懂用什么做、为什么做、怎样做的实战学习宝典。 实战解决理论知识与实践脱节问题；操作思路解决用什么做的问题；原理剖析解决为什么这样做的问题；大型实例解决的是怎样做的问题。,人民邮电出版社,¥95.00,2420条评论,width: 90%;

拉杰拉尔, /2014-12-01,全方位、多角度解读UI设计 详述不可或缺的UI专业技术知识 指明影响用户体验的多种要素 提出大量宝贵的UI设计黄金法则 每一种产品类型均配有实际案例加以说明 大量的交叉引用帮助读者深入理解,中国青年出版社,¥60.00,2940条评论,width: 90%;

Adobe公司, /2014-03-01,● Adobe公司推出的权威经典教程 ● 畅销全球20年的著名品牌图书 ● 在全世界以27种语言火爆发行 ● 以实例引导的正规学习用书 ● 让每位Illustrator 用户**会学习Adobe 专家的使用技巧 ● 提供完整教学资源：素材文件、复习题及答案,人民邮电出版社,¥47.00,1940条评论,width: 90%;

迈耶, /2010-04-01,,中国电力出版社,¥39.60,4863条评论,width: 90%;

张平, /2017-10-01,Python与C 双实现，助力读者轻松驾驭OpenCV算法，夯实计算机视觉领域基础知识！ 基本概念理论 数学原理 详细介绍OpenCV实现对应的函数 注重代码实现（分别给出Python和C 实现）及实际应用,电子工业出版社,¥75.80,482条评论,width: 90%;

郭嘉琳, /2018-09-01,Rhinoceros 一条线建模方法 是云尚教育的技术研究成果。 大量的案例实践证明， 一条线建模方法 简单、jing确、易修改，完全颠覆传统复杂混乱的建模思路！ 主要内容包括 一看 二断 三确定 ，深入剖析模型中相同属性线条的提取方法，全面阐释曲面中ISO结构线造型控制的基本原理，从独特的视角出发，还原曲面的本质！ 仅需一条线，让3D建模方式从此实现全面革新！,人民邮电出版社,¥96.00,4条评论,width: 100%;

冯乐乐, /2016-05-01,业内专家撰写，业界专家罗盛誉（风宇冲）和宣雨松(MOMO)鼎力推荐的目前Unity Shader学习的绝佳参考书相比与国内市场已有的介绍相关内容的书籍和资料来说，本书有一些独有的特色：(1)内容独特。填补了Unity Shader和渲染流水线之间的知识鸿沟，对Unity中一些渲染机制的工作原理进行详细剖析，帮助读者解决“是什么”“为什么”“怎么做”这三个基本问题。本书配合大量实例，来让读者在实践中逐渐掌握Unity Shader的编写。(2)结构连贯。在内容编排上破费心思，从基础到进阶再到深入，解决读者长期以来的学习烦恼。(3)充分面向初学者。在本书的编写过程中，我们一直在问自己，这么写到底读者能不能看懂？为此，提供了大量的图示配合以文字说明，并在一些章节后提供了“答疑解惑”小节来解释那些含糊不清而初学者又经常疑问的问题。(4)包含了Unity 5在渲染方面的,人民邮电出版社,¥66.20,1709条评论,width: 90%;

Susan, /2013-05-01,国际知名的设计心理学博士Susan M. Weinschenk重磅力作 腾讯用户研究与体验设计部（CDC）推荐 畅销欧美、日本，首屈一指的设计师必读经典 《设计师要懂心理学》出自国际知名的设计心理学博士Susan M.Weinschenk之手，内容实用，示例清晰，以创造美观实用的设计为宗旨，讨论了设计师必须了解的100个心理学问题，每个问题都配以权威经典的示例，并给出即学即用的设计建议，篇幅简短，让你轻松理解设计背后的心理学动机，拓展视野，创新思维，为你的设计打造全新用户体验。 ★丰富的认知常识：从人的感知、注意、记忆、思维、动机等方面出发，直接剖析认知心理，全面深入了解用户。 ★有趣的设计指南：精美的图片，生动的示例，基于认知原理给出密切相关的设计小贴士，让枯燥的设计心理学变得趣味横生、易学易用。,人民邮电出版社,¥33.80,10618条评论,width: 90%;

Steve, /2014-12-01,《 点石成金：访客至上的Web和可用性设计秘笈（原书第3版） 》 第11届Jolt生产效率大奖获奖图书，被Web设计人员奉为圭臬的经典之作 第2版全球销量超过35万册，Amazon网站的网页设计类图书的销量排行佼佼者 相关图书推荐 用户体验要素：以用户为中心的产品设计（原书第2版） 人机交互与戏剧表演：用戏剧理论构建良好用户体验（原书第2版） UX**实践：提高用户体验影响力的艺术,机械工业出版社,¥40.70,6820条评论,width: 90%;

中科幻彩, /2017-12-01,本书具有以下四个方面的特色：专业设计师心血之作，经验技巧尽在其中；一千场线下培训，每个知识点来源于学生切实需求；实战为王，摒弃死记硬背，快乐地学习；配套资源极为丰富，素材效果一应俱全。 同时，本书具备以下特点：完全从零开始，从入门到精通；针对性极强，书中讲解所有问题均来自于全国各地上千位科研人员提出的实际需求；教学案例丰富精美，满足理工科学生实际需求；把握时代脉络，内容详略得当，在线助教随时答疑。 本书所有的学习资源均可在线下载，扫描封底的 资源下载 二维码，关注我们的微信公众号即可获得资源文件下载方式。,人民邮电出版社,¥94.10,642条评论,width: 100%;

时代印象, /2017-05-01,完备的实战讲解：全面细致讲解了3ds Max 2016 VRay全部的功能命令，真正做到完全解析、完全自学、完全实战。 软件快捷键索引：本书制作了软件功能索引，包含3ds Max的快捷键索引以及本书疑难问答和技专题的速查表。 练习与学习结合：195个针对性实战练习，全面覆盖效果图制作的建模、灯光、材质、渲染和后期技术。17个商业综合实例，涵盖不同场景、空间和气氛的表现。帮助读者以较短的时间掌握并巩固3ds Max 2016 VRay的重要命令和主要应用。 视频与图书互补：本书附带下载资源，包含书中所有实例的素材、场景和视频教学录像，读者可以通过观看视频教学录像，轻松自学3ds Max 2016 VRay效果图制作。 超值的学习套餐：近500页的学习资料，212个实例，所有实例的视频教学录像，超多的技巧提示与技术专题。附赠超过5000张高清稀有位图贴图、500套单体模型、180个高,人民邮电出版社,¥95.00,1561条评论,width: 90%;

静电, /2017-06-01,本书由UI中国创始人董景博老师等多位知名设计人推荐，同时附赠25集教学视频，分量满满，值得细细阅读。,电子工业出版社,¥75.80,954条评论,width: 90%;

啥伯, /2015-01-01,学习一种编程语言，还有比开发游戏更好的方法吗？本书为读者提供了充分的实践和练习，并且关注Python编程中的高级话题，这些全部通过游戏示例和项目来介绍，而这已经证明是一种高效而有趣的学习方法。本书介绍了数据结构、文件处理、异常、面向对象编程、GUI编程、多媒体编程、命名空间和程序规划。本书将使读者掌握Python语言的深层知识。 本书具有以下特色： 1.以开发游戏为学习方法； 2.利用已经学到的知识，逐渐增加编程项目的挑战性，逐步构建牢固的基础知识； 3.通过每章*后的挑战练习，鼓励读者测试自己的技能并应用自己的知识； 4.Web站点包含了所有的源代码和其他资料。,人民邮电出版社,¥47.00,1053条评论,width: 100%;

金玺曾, /2017-09-01,本书案例源代码及素材文件的下载地址：http://pan.baidu.com/s/1nvRz0Sh 深受读者赞誉的Unity游戏开发原创经典，资深Unity游戏开发工程师十年经验分享根据Unity 5.6.2全新升级，多款热门游戏实战教学，Unity3D\2D手游开发核心技术大揭秘新增Unity GUI及DOTween Pro、EnhancedScroller、行为树AI插件Behavior Designer、Play Maker等，内容更精彩 适用于Unity 5.x，畅销书全新升级,清华大学出版社,¥84.30,261条评论,width: 80%;

徐平, /2017-10-01,完全的功能讲解：全书细致讲解了中文版Rhino 5.0的功能命令，同时介绍了KeyShot渲染软件与Rhino结合的使用方法，真正做到完全解析、完全自学，建模渲染一本通。 完备的命令检索：本书目录包含中文版Rhino 5.0的功能命令检索，同时制作了本书的实战、综合实例、疑难问答和技术专题的速查索引，便于读者查阅。 学习与练习结合：本书共设计了66个具有针对性的实战案例和8个综合实例，同时还精心设计了170多个技巧与提示、28个技术专题、22个软件常见疑难问答以及若干个知识链接，便于读者在较短的时间内掌握并巩固中文版Rhino 5.0的重要命令和主要应用。 视频与图书互补：本书附带教学资源，包含书中案例的场景文件、实例文件、素材文件和多媒体教学录像，读者可以结合书中内容和教学视频学习，轻松上手。 丰富的学习资源：近500页的学习资料、66个实战案例、,人民邮电出版社,¥122.90,300条评论,width: 80%;

方国平, /2018-07-01,零起点、入门快 专为初学者打造，一步一图、图文结合，由浅入深，确保读者轻松、快速入门。 内容细致全面 涵盖PS制作各方面的内容，基础知识结合大量案例，同时给出技巧提示。 实例精美实用 本书的实例经过精心挑选，确保案例在实用的基础上精美、漂亮。 科学的编写思路 本书采用知识点和综合案例相结合的方式，符合轻松易学的学习要求。 本书是初学者快速自学Photoshop CC 2018 的高效教程，全书从实用角度出发，全面系统地讲解了Photoshop CC 2018的所有应用功能，涵盖了Photoshop的全部工具、面板和菜单命令。 本书在案例上更加突出针对性、实用性和技术剖析的力度，对照书中的步骤进行操作，循序渐进，点滴积累，快速进步，很快就能学会Photoshop软件的使用方法和技巧，并能够很快胜任平面广告设计、电商设计、自媒体设计,电子工业出版社,¥75.80,3条评论,width: 100%;

钟百迪, /2016-04-01,从教学角度出发，集结摄影爱好者常遇、常拍的题材，萃取当下时尚的配色原则，倾囊传授十年拍摄与调色心得，解开您照片处理过程中的谜团。附赠光盘包含书中所有实例的教学视频和素材文件， 方便读者查找练习。,人民邮电出版社,¥75.80,1760条评论,width: 90%;

刘海洋, /2013-06-01,,电子工业出版社,¥75.80,2597条评论,width: 90%;

汪鹏, /2018-05-30,(1)由基础到进阶，经作者精心编排，均结合实际小型案例有理有据论证而来(2)掌握基础是必备前提，在完善基础的必要条件下，你会深化基础、步向进阶(3)吸收他人经验，但仍需进行反思，继而抽象概括，*终应用于实践、达到内化深入EF与EF Core技术，掌握跨平台ORM框架,清华大学出版社,¥85.10,39条评论,width: 100%;

李金明, /2015-08-01,完全的功能讲解:全面细致讲解了Illustrator CC全部的功能命令，真正做到完全解析、完全自学、完全实战。 完备的命令检索:本书制作了软件功能索引，涵盖了Illustrator CC全部的功能命令，读者可以通过索引快速、准确地查找到所需信息。 学习与练习结合:本书专门设计了73个技术看板、210个实战练习和24个综合实例，帮助读者以较短的时间掌握并巩固Illustrator CC的重要命令和主要应用。 视频与图书互补:本书附带一张DVD教学光盘，包含书中所有实例的素材、效果和视频教学录像，读者可以通过观看视频教学录像，轻松自学Illustrator CC。 超值的学习套餐:500多页的学习资料，234个实例，所有案例的视频教学录像，超多的技巧提示与相关链接，《Photoshop效果》和《常用颜色色谱表》电子书，海量的学习素材，当之无愧的超值学习套餐。,人民邮电出版社,¥95.00,1520条评论,width: 90%;

秋凉, /2013-10-01,秋凉老师全新解读Lightroom 5和数码摄影后期处理！《Lightroom 4高手之道数码摄影后期处理全解析》精彩继续。 更新80%以上内容，并配有全新48集（总时长超过210分钟）高清（720p，mp4格式）视频教程。一次学会Lightroom 5 所有操作技巧，全面掌握数码摄影后期处理精髓。,人民邮电出版社,¥80.10,5161条评论,width: 100%;

迪斯潘, /2015-02-01,世界知名的游戏设计界权威的见解和阐释 深刻揭示原理对游戏设计的启发和价值 本书整合了众多游戏设计秘籍，概括并阐释了100条重要的游戏设计领域的方法、原理和设计哲学。 本书首次将游戏设计师的想法中*好的一部分变成一个工具包。作者在书中整合了众多游戏设计秘笈，概括并阐释了100 条重要的方法、原理和设计哲学。这些原理是从游戏设计的各个流派中收集而来的，并且从创新、创作、平衡和解决问题这4个角度来组织并加以阐释。每一条原理都采用丰富的案例来介绍多种不同的设计思路，同时以经典图片的形式展现该原理所蕴含的真谛。 经验丰富的设计师终于不用把优秀的想法和经验全都封存在自己脑子里，而刚刚起步的新手可以通过本书来学习**价值的专业知识。当遇到困难时，每个人都可以通过本书来寻找指示、获得灵感,,¥56.60,1497条评论,width: 100%;

吾淘网, /2017-10-01,这是一本讲解电商产品修图技法的专业书籍，主要解决如何通过 修图 这种数字艺术类型的技术手段，让电商设计师、后期修图师或电商从业人员把产品图片更加清晰地呈现在买家面前，从而刺激买家的购买欲望，以达到销售的目的。 本书分为基础和实战两大部分。基础部分的讲解与产品修图紧密结合，针对性强，方便读者快速了解产品修图的核心理论，掌握产品修图的核心技法。实战部分针对不同光影和材质的产品修图进行讲解，开篇均设置了产品分析、修图要点、核心步骤等知识板块，方便读者在学习实例前能快速掌握该类型产品的修图要领。同时，针对每个实例的讲解，都会根据产品的结构进行合理的划分，针对不同结构进行细致的修图技法分析与讲解，结构合理，讲解思路清晰、到位。 基础理论：产品修图知识 产品调色知识 8个实战案例：囊括常见门类、,人民邮电出版社,¥103.70,419条评论,width: 90%;

刘国柱, /2018-01-01,前言 2004年，Unity公司诞生于丹麦的阿姆斯特丹，2005年将总部设在了美国的旧金山，并发布了Unity 1.0版本。起初它只能应用于MAC平台，主要针对WEB项目和VR（虚拟现实）的开发。这时的它并不起眼，直到2008年推出Windows版本，并开始支持iOS和Wii，才逐步从众多的游戏引擎中脱颖而出，并顺应移动游戏的潮流而变得炙手可热。2009年，Unity的注册人数已经达到了3.5万，荣登2009年游戏引擎的前五名。2010年，Unity开始支持Android，继续扩散影响力。其在2011年开始支持PS3和XBOX360，则可看作全平台的构建完成，截至笔者发稿目前Unity已经支持Windows、Mac OS X、web browsers、iOS、Android、PlayStation 3、Xbox 360、Xbox One、Windows Store、Windows Phone、Linux、Blackberry 10、Wii U、PlayStation 4、PlayStation Vita、PlayStation Mobile、Samsung Tizen、Xbox One等几乎所有的主流平台。 如此的跨平台能力，很难让人再挑剔，尤,电子工业出版社,¥95.00,164条评论,width: 70%;

杨雪果, /2017-05-01,经典畅销CG画笔教程第二版内含详细笔刷制作教程，真正授之以渔！ 颠覆传统数字绘画概念，超强数字绘画笔刷工具横空来袭 全国1000多家游戏公司和设计院校学子必备的绘画工具 设计师、原画师、插画师不容错过的饕餮圣典 著名CG绘画大师杨雪果耗时十年倾力研发的高效仿真Photoshop绘画笔刷 超过10万用户体验堪称完美的CG绘画工具 超过450种专业笔刷让你的创意发挥到极致,电子工业出版社,¥142.10,2069条评论,width: 100%;

TVart培训基地, /2017-07-01,你准备好了吗？如果没有准备好，zui好先不要开始阅读这本书。因为C4D（Cinema 4D的简称）有一种魔力，一旦你开始接触它，你就再也无法离开它，从此过上和C4D为伴的日子。 本书全面阐述了Cinema 4D R17的建模、材质、灯光、渲染、粒子、动力学、毛发、布料、动画、关节、运动图形、效果器、Xpresso、Thinking Particles、 Body Paint、雕刻、场次等方面的知识，其中雕刻和场次的功能以及曲线的调节较之前的软件版本发生了很大的变化，书中对这部分内容进行了详细的说明，读者能够全方位地了解Cinema 4D这款优-秀的软件。,人民邮电出版社,¥122.90,591条评论,width: 90%;

吕咏, /2016-09-30,? 特色方法 内容分为基础知识和实例演示2部分，全部采用图解方式。 ? 紧贴实战 38个精选案例，全是干货，拿来就用。 ? 新手进阶 81个新手练习，学练结合，提高巩固。 ? 书盘结合 16段Director技术多媒体光盘，完整素材文件。,清华大学出版社,¥51.40,450条评论,width: 90%;

阿里巴巴国际用户体验事业部, /2017-03-30,,机械工业出版社,¥95.00,170条评论,width: 100%;

James, /2018-01-01,本书展示出了作者丰富而宝贵的实战经验，书中提供了丰富、翔实的案例研究，是一本用户体验可视化的实战指导手册。读者大可以参照本书，从零开始系统化搭建用户体验可视化过程，我们坚信这本书对你成长为 全链路设计师 是大有裨益的。 请始终谨记，绘制完可视化图表并不意味着大功告成：可视化是为了实现洞察，洞察是为了zui后的产品体验创新。希望本书能为你的产品与服务创新，提供助力！,人民邮电出版社,¥75.80,305条评论,width: 90%;

麓山文化, /2016-01-01,案例丰富、图文并茂：本书选用了大量的案例，叙述清晰，内容实用，使读者能够在实际操作中加深理解和掌握网店视觉设计的相关知识，做到学以致用、举一反三。 经验传授、技巧解答：本书在实例讲解中穿插了技巧提示，将店铺装修的常见技巧与操作经验传授给读者。掌握并活用这些技巧，能在店铺装修中更加得心应手。 视频教学、全程辅导：本书附赠配套资源，其中不仅提供了书中所有操作实例的教学视频讲解，还赠送了大量的装修素材，方便随时调用，成倍提高读者的学习兴趣和效率，真正物超所值。 附赠资源请扫描本书封底二维码添加微信公共号下载。,人民邮电出版社,¥43.20,3355条评论,width: 90%;

