author,date,introduce,location,price,review,star
杨义先, /2017-06-01,《安全简史》出自信息安全领域知名专家、北京邮电大学教授杨义先，历时数载精心制作，积淀安全知识之精华，不仅要 为百姓明心，为专家见性 ，而且还要 外行不觉深，内行不觉浅 。读本书，轻松畅快，其诙谐幽默的语言，丰富的案例故事及时事评说，让你轻松获取安全知识，增强安全意识。,电子工业出版社,¥65.30,1380条评论,width: 90%;

, /2018-07-01,,人民邮电出版社,¥62.80,2条评论,width: 100%;

Allsopp, /2018-03-20,作者 Wil Allsopp 是渗透测试领域的专家，他为我们提供了一个全新的渗透测试视角。与其他介绍渗透测试的书籍相比，《渗透测试高手 打造固若金汤的安全网络》并未花费笔墨介绍 NMap、Kali Linux 等常规工具，而是以为不同行业的客户执行的渗透测试为例介绍高级持续性威胁(Advanced Persistent Threat，APT)建模，并给出一系列实用的工具和解决方案。强烈建议对网络安全感兴趣或正从事网络安全工作的读者阅读《渗透测试高手 打造固若金汤的安全网络》。Wil Allsopp 详细描述了如何针对不同目标定制攻击，即使读者不具备编程背景也能了解攻击者如何隐蔽地从 安全的 网络中窃取数据。通过大量示例展示了社会工程学在网络攻击中的作用。 2017年5 月，WannaCry 蠕虫大规模感染计算机并植入勒索软件加密用户的数据，受害者需要支付300美金的比特币才能解锁。读者可以在《渗透,清华大学出版社,¥42.80,102条评论,width: 100%;

皮特, /2017-01-01,市场上口碑极好的渗透测试图书，在美亚的测试图书领域排名第1，读者好评如潮，销量秒杀所有其他同类渗透测试图书。 全书以橄榄球的行话阐述渗透测试的战术，其内容如下所示。 赛前准备 安装：本章介绍如何搭建实验室、攻击主机和整本书中用到的工具。 发球前 扫描网络：在开展各种操作前，需要仔细查看环境，了解面对的情况。我们将带您发现和智能扫描目标系统。 带球 漏洞利用：基于第2章中发现的漏洞，渗透突破目标系统。在本章中，我们需要人工操作实践，渗透突破目标系统。 抛传 网站应用程序的人工检测技术：有时候查找互联网公开的目标时，您需要变得具有创造性。我们将深入探讨如何手动搜索和攻击网站应用程序。 横传 渗透内网：在已经突破一个系统后，将讨论采用多种方法，横向渗透网络。 助攻 社会工程学：通过表演欺骗对手。本章,人民邮电出版社,¥75.80,783条评论,width: 90%;

刘建伟, /2017-04-01,本书由教育部高等学校信息安全专业教学指导委员会、中国计算机学会教育专业委员会共同指导，为普通高等教育 十一五 *规划教材并获得教育部普通高等教育精品教材奖、中央网信办和教育部评选的国家网络安全优秀教材奖，符合《高等学校信息安全专业指导性专业规范》。本书全面而深入地阐述了密码学理论及信息安全相关技术，将密码学理论与信息安全实践有机结合，是国内近年来出版的同类教材中的优秀教材和经典教材。全书整体结构合理，层次清晰，内容全面，深入浅出，不但收入了近年来国内外密码学理论和信息安全实践中*的技术和研究成果，而且还特别注重理论联系实践，并符合教育部高等学校信息安全专业教学指导委员会编制的《高等学校信息安全专业指导性专业规范》，特别适合作为高等院校信息安全、信息对抗、计算机工程和通信工程等专业,清华大学出版社,¥47.00,84条评论,width: 100%;

Justin, /2016-08-04,《SQL注入攻击与防御(第2版)》 Bejtlich*图书，理解、发现、利用和防御日益增长的SQL注入攻击的有力武器，适用于SQL Server、Oracle、MySQL、PostgreSQL等主流数据库，融入SQL注入*前沿课题 《深入浅出密码学 常用加密技术原理与应用》 《深入浅出密码学 常用加密技术原理与应用》可以帮助读者深入地理解现代加密方案的工作原理。本书在对大学级别微积分背景要求*少的情况下，以*通俗易懂的方式介绍了必要的数学概念。所以，对本科生或即将开始学习研究生课程的学生而言，本书是一本非常合适的教科书；而对期望更深入理解现代密码学的职业工程师或计算机科学家而言，本书则是极具价值的参考书。本书作者帕尔和佩尔茨尔长期执教于计算机科学与工程系，拥有十分丰富的应用密码学教学经验。,清华大学出版社,¥160.60,182条评论,width: 90%;

黄连金, /2018-05-30,,机械工业出版社,¥66.20,38条评论,width: 0%;

Matthew, /2017-04-01,本书将列出有关策略、工具和实现的明确指导意见，以及阻止系统性计算机间谍和信息窃取的实用建议。,清华大学出版社,¥34.20,203条评论,width: 90%;

斯坦普, /2013-05-01,,清华大学出版社,¥58.50,1074条评论,width: 90%;

新阅文化, /2018-05-01,一、架构新 本书除对互联网下计算机安全技术展开剖析之外，还使用大量篇幅，对移动互联网下的智能终端系统、WiFi安全、社交媒体安全、电信诈骗防范等内容进行了详细介绍。 二、内容新 当前市面上很多同类书，部分内容还是基于Windows XP介绍的，而本书则将版本向上推进到了Windows 7。有些内容更是以当前的Windows 10为基础进行讲解。 三、案例新 当前市面黑客图书当中，所介绍的工具软件，大概有接近50%，甚至更高的比例是不能用的，因为开发者已经不再更新版本。而本书则只选择了当前仍然在更新，确保能在今后一段时间内使用的软件进行介绍。 四、原理与实战结合 本书除介绍了计算机网络与移动网络的安全原理之外，还用大量的案例，来帮助读者进行实际操作，加深学习印象，力争让读者做到学以致用。 五、步骤操作详细 绝大多数案例操作，借鉴了办公,人民邮电出版社,¥47.80,62条评论,width: 80%;

宋立桓, /2018-08-01,微软中国数据和AI产品经理林默、欣贺股份有限公司信息总监李宏阳、深圳前海慧眼大数据技术有限公司联合创始人赵子昂上海亦策软件科技有限公司总经理邓强勇等各界大V联袂推荐,人民邮电出版社,¥39.50,3条评论,width: 0%;

克林特, /2017-10-10,,机械工业出版社,¥85.40,181条评论,width: 100%;

郭启全, /2018-04-01,,电子工业出版社,¥75.80,81条评论,width: 100%;

赵彦, /2016-08-01,本书由业内多位*安全专家亲力打造，分享了他们十多年的安全行业经验，特别是大型企业（国内TOP10互联网公司）的安全架构实战经验。从技术到管理，从生产网络到办公网络，从攻防对抗到业务风控，涉及安全领域的各个维度，包括了三十多个重要话题，为企业实施符合互联网特性的安全解决方案提供了实战指南。,机械工业出版社,¥66.20,576条评论,width: 100%;

刘焱, /2018-04-20,,机械工业出版社,¥75.80,162条评论,width: 60%;

明月工作室, /2017-02-24,《黑客攻防从入门到精通（加密与解密篇）》： 1.内容全面：涵盖了从计算机黑客攻防入门，到专业级的Web技术安全知识，适合各个层面、不同基础的读者阅读。 2.与时俱进：本书主要适用于Windows 7及更高版本的操作系统用户阅读。 3.深入浅出：《黑客攻防从入门到精通（加密与解密篇）》内容从零起步，通俗易懂，由浅入深地讲解，使初学者和具有一定基础的用户都能逐步提高。,北京大学出版社,¥50.20,394条评论,width: 90%;

知雨科技, /2017-05-19,★内容全面，范例丰富：本书通过215个操作范例，全面揭秘网络安全技术，内容涉及社会工程学、计算机黑客攻防和移动黑客攻防三方面，理论和实践并重 ★一步一图，讲解细致：本书从零起步，步步深入，采用一步一图的方式讲解，便于读者轻松读懂并跟随操作，提高学习效率 ★超值配套，轻松入门：本书配套资源包含120分钟多媒体视频和《Windows 10系统安全和维护手册》电子书等，直观易懂，帮助读者快速掌握黑客攻防技术,机械工业出版社,¥76.50,100条评论,width: 100%;

Sean, /2018-01-01,随着计算机网络技术的飞速发展并深入到经济和社会的方方面面，盗用身份、窃取信息和钱财，甚至进行网络恐怖攻击等种种网络犯罪也随之粉墨登场、愈演愈烈，从而催生了日益强烈的安全防护需求，而渗透测试正是查找、分析、展现潜在的安全问题并帮助制定策略以降低安全风险的*手段之一。渗透测试，又称 白帽黑客 测试，是出于增强安全性的目的，在得到授权的前提下，通过利用与恶意攻击者相同的思路、技术、策略和手段，对给定组织机构的安全问题进行检测和评估的过程。通过渗透测试，能够由 知彼 做到 知己 ，发现使用传统检测方法无法发现的攻击路径、攻击方法和技术弱点，从而在安全问题被攻击者利用之前，对其未雨绸缪地进行修复。《渗透测试入门实战》作者Sean-Philip Oriyano是一位专注于安全领域25年的资深专家，同时还是一名美军准尉，指挥,清华大学出版社,¥51.40,129条评论,width: 100%;

杨义先, /2018-01-25,《安全通论》出自信息安全领域知名专家、北京邮电大学教授、畅销书《安全简史》作者杨义先，历时数载精心制作，积淀安全知识之精华。本书不但可以刷新读者的安全观，而且有助于摆脱信息安全界目前 头痛医头，足痛医足，盲人摸象 的现状，让读者有机会鸟瞰整个网络空间安全。如果忽略掉书中的具体数学证明，那么安全界的所有人员都能读懂此书，并从中受益。,电子工业出版社,¥75.80,147条评论,width: 100%;

曹汉鸣, /2018-01-01,丛书特色： 双栏紧排，全彩印刷，图书内容量多实用 本丛书采用双栏紧排的格式，使图文排版紧凑实用，其中260多页的篇幅容纳了传统图书一倍以上的内容。从而在有限的篇幅内为读者奉献更多的电脑知识和实战案例，让读者的学习效率达到事半功倍的效果。结构合理，内容精炼，案例技巧轻松掌握 本丛书紧密结合自学的特点，由浅入深地安排章节内容，让读者能够一学就会、即学即用。书中的范例通过添加大量的 知识点滴 和 进阶技巧 的注释方式突出重要知识点，使读者轻松领悟每一个范例的精髓所在。书盘结合，互动教学，操作起来十分方便 丛书附赠一张精心开发的多媒体教学光盘，其中包含了18小时左右与图书内容同步的视频教学录像。光盘采用真实详细的操作演示方式，紧密结合书中的内容对各个知识点进行深入的讲解。光盘界面注重人性化设计，读,清华大学出版社,¥41.30,29条评论,width: 100%;

瓦德·奥尔康, /2016-10-01,浏览器安全领域的先锋之作、浏览器攻击框架BeEF团队实战经验总结 涵盖所有主流浏览器以及移动浏览器 分三阶段、七大类讲解浏览器攻防方法,人民邮电出版社,¥85.80,236条评论,width: 100%;

金江军, /2017-10-01,※ 《国家信息化发展战略纲要》《 十三五 国家信息化规划》《网络安全法》专家解读 ※ 响应《 十三五 行政机关公务员培训纲要》要求，本书可适用于加强党政领导干部大数据思维、网络安全和信息技术等方面的培训。,中信出版社,¥50.90,172条评论,width: 100%;

杜嘉薇, /2018-07-24,,机械工业出版社,¥54.10,0条评论,width: 0%;

刘漩, /2017-06-01,《白帽子讲Web扫描》的关键词：Web 2.0爬虫，扫描设计，漏洞审计，云扫描，企业扫描，扫描反制。,电子工业出版社,¥44.90,310条评论,width: 90%;

赵涏元, /2018-01-01,介绍众多Python开源工具使用方法，立足入侵事故一线应对业务需求。 涵盖大量静态/动态分析示例，轻松掌握并快速应用。 以内存分析为代表讲解分析技巧，实现各领域实操。,人民邮电出版社,¥77.90,86条评论,width: 100%;

彼得·基姆, /2015-07-01,英文纸质版图书年销售近20000册，电子版销售近万份 市场上极具口碑的渗透测试图书，好评如潮 《黑客秘笈：渗透测试实用指南》以橄榄球的行话阐述渗透测试的战术，其内容如下所示。 赛前准备—安装：关于如何配置本书所用到的攻击机器、工具。 发球前—扫描网络：在出招之前，需要进行扫描，了解即将面对的环境。本章将深入探讨寻找目标信息、智能扫描的相关内容。 带球—漏洞利用：利用扫描中所发现的漏洞，对系统进行攻击。从现在开始我们就着手行动了。 抛传—Web应用程序的人工检测技术：有时，您需要发挥创意，寻找公开的目标。我们将会看看如何手动地寻找、攻击Web应用。 横传—渗透内网：攻陷一个系统后，如何通过网络获取更重要的信息。,人民邮电出版社,¥43.20,478条评论,width: 90%;

林桠泉, /2016-06-01,《漏洞战争：软件漏洞分析精要》是这些年来难得一见的系统、全面深入分析漏洞攻防心要与战术的书籍。《漏洞战争：软件漏洞分析精要》结合经典的漏洞案例，从攻防思路、分析方法与实战等方面对漏洞攻防做了详细的阐述。既照顾了全局的视野，又不失细节上的周到，对于有志于安全事业并想在安全技术分析上有所提升的读者，这是一本可信赖的必备书籍。正如wushi老师所说： 对照本书动手调试这些经典漏洞，我相信只要认真做一遍，功力会大增。 还犹豫什么呢，好书，一本就够！,电子工业出版社,¥94.00,457条评论,width: 100%;

Mark, /2014-09-01,,清华大学出版社,¥110.10,41条评论,width: 100%;

William, /2015-03-01,,电子工业出版社,¥54.50,591条评论,width: 100%;

天河文化, /2015-04-01,,机械工业出版社,¥47.60,315条评论,width: 100%;

郭鑫, /2017-05-03,推荐语 攻防是网络安全永恒的两面，安全看重的是全局，而非单点。本书参照国际相关标准，通过风险评估理论突出了网络安全整体把控，内容详尽且深入浅出。无论是对希望从事网络安全行业的人员，还是长期从事网络安全的专业人士，此书都大有裨益。 公安部信息安全等级保护评估中心副主任张宇翔 这本书在原有风险评估基础上，又加入了移动安全评估、云平台安全评估两个热点行业，紧跟信息安全发展趋势，值得一读！ 信息产业信息安全测评中心常务副主任霍珊珊 目前国内的企业进行信息安全建设时，大多是进行单点建设，但安全是一个整体的过程，需要进行全局考虑。此书基于风险评估国际标准，对企业进行通盘安全评估，是一本难得的好书！ 中国信息安全认证中心体系与服务认证部副主任翟亚红 信息安全风险恒久存在，并不会因为信息技术的,机械工业出版社,¥46.30,206条评论,width: 80%;

诸葛建伟, /2013-09-01,相关推书推荐： 《Web之困：现代Web应用安全指南》 《Metasploit渗透测试魔鬼训练营》 （首本中文原创Metasploit渗透测试著作！国内信息安全领域布道者和资深Metasploit渗透测试专家领衔撰写。) 《恶意软件、Rootkit和僵尸网络》 (恶意软件、Rootkit和僵尸网络领域经典入门书，译著双馨，10余家安全机构联袂推荐，Amazon五星畅销书) 《黑客免杀攻防》 (全方位揭示黑客免杀技术的常用方法、技术细节和思想原理，为反病毒工程师剖析恶意软件和遏制免杀技术提供具体方法和应对策略) 《Rootkit：系统灰色地带的潜伏者》 （原书第2版）（Amazon五星级畅销书，rootkit领域的重要著作，计算机安全领域公认经典） 《渗透测试实践指南：必知必会的工具与方法》 （Amazon五星级超级畅销书，美国国家安全局主管Keith B. Alexander将军（向奥巴马汇报）鼎力推荐！） 《BackTrack4：利用,机械工业出版社,¥69.00,1586条评论,width: 90%;

Douglas, /2016-01-01,,电子工业出版社,¥54.50,317条评论,width: 100%;

冯登国, /2014-02-01,,电子工业出版社,¥39.90,182条评论,width: 100%;

刘功申, /2013-11-01,,清华大学出版社,¥29.60,170条评论,width: 90%;

Charles, /2016-08-01,,电子工业出版社,¥93.20,36条评论,width: 50%;

本·斯派维, /2017-09-01,随着使用Hadoop存储并处理大量数据的企业不断增多，Hadoop安全性日益凸显，尤其是在金融和医疗等涉及敏感信息的行业。本书两位作者均来自Hadoop安全防范一线，书中详细论述了身份验证、加密、密钥管理等诸多重要主题，并给出了具体处理建议和案例分析，读者可以从中了解搭建和使用Hadoop的架构师是如何安全管理大数据的。 - 了解分布式系统，尤其是Hadoop所面临的安全挑战 - 学习如何尽可能确保Hadoop集群硬件的安全性 - Kerberos网络认证协议概览 - 身份验证、授权和审计原则在Hadoop中的应用 - 静态数据和动态数据的加密 - 客户端访问和数据提取过程的安全防护措施,人民邮电出版社,¥62.40,97条评论,width: 100%;

范渊, /2018-04-01,本书是编者团队在智慧城市信息安全领域的第三部作品。其中《智慧城市与信息安全》的第1版和第2版，受到了广大读者，特别是业内专业人士的欢迎。《大数据时代的智慧城市与信息安全》一书则对目前较热的大数据安全领域进行了重点剖析。本书适合参与智慧城市规划建设运营的管理人员和信息化从业人员阅读，也可作为智慧城市与信息安全相关专业的重要参考书。广大对智慧城市与信息安全等知识感兴趣的读者也可以阅读本书。,电子工业出版社,¥57.40,26条评论,width: 0%;

威廉·斯托林斯, /2016-03-10,,机械工业出版社,¥101.30,234条评论,width: 100%;

左晓栋, /2018-01-01,详尽展现四任美国总统，二十年间网络安全战略与政策！,电子工业出版社,¥286.10,23条评论,width: 90%;

郭亚军, /2017-03-22,本书能够深入浅出地让读者看透信息安全基本原理和技术，读者能够从教材的结构明白信息安全的框架，每一章节能够让读者了解信息安全需要解决什么问题，如何解决，为什么要这样解决等。第3版在前两版的基础上润色了部分内容，使之更通俗易懂，并增加了国内流行的加密标准。 本书提供所有习题答案、PPT课件和期末试卷库。,清华大学出版社,¥32.00,55条评论,width: 100%;

古德里奇, /2013-01-01,,清华大学出版社,¥79.00,36条评论,width: 100%;

李智勇, /2016-03-01,《大数据时代的云安全》特点如下：1.内容深入浅出，重概念、重理论、重框架、重实践，前后呼应，融为一体；2.书中所叙述的概念、方法、模型紧密结合，联系实际，不管对初学者还是专业技术人士都具有较高的参考价值；3.视角新颖独特，以 安全 为主，侧重于安全保障手段和新技术的安全应用。,化学工业出版社,¥49.90,198条评论,width: 90%;

肖建荣, /2015-09-01,本书简洁、全面地介绍了工业控制系统信息安全概念和标准体系，系统地介绍了工业控制系统架构和漏洞分析，系统地阐述了工业控制系统信息安全技术与方案部署、风险评估、生命周期、管理体系、项目工程、产品认证、工业控制系统入侵检测与入侵防护、工业控制系统补丁管理。,电子工业出版社,¥38.70,177条评论,width: 90%;

