author,date,introduce,location,price,review,star
周炬, /2017-02-01,专业针对性强：专门解决ANSYS Workbench静力学分析的各种问题 内容独创性强：书中众多内容是作者从事有限元分析多年经验的总结 案例实用性强：所有案例均来自工程实践领域，是理论与实践结合的典范 配套资源丰富：书中案例及配套资源高达40GB，在读者交流群提供下载 内容新颖独特，包含大量同类参考书上所没有的知识，如ACP详细说明、link单元分析、fracture中的T-stress分析、solid65钢筋混凝土分析、solid-shell子模型、WB材料库所有本构说明、蠕变分析、非线性屈曲弧长法、利用external model模块组装复杂模型并快速定义接触、损伤分析、生死单元分析、内聚力模型等。 教会读者 知其然，并知其所以然 。全书采用对比的方式，通过工程实例的演绎，教会读者分析问题、查找问题和解决问题。不仅详细介绍了Workbench静力学分析过程的操作流程，而且还清晰阐述了 为什,人民邮电出版社,¥75.80,470条评论,width: 90%;

刘浩, /2014-10-01,更多精彩： ★作者具有丰富的实际工作经验，出版过多本畅销书。 ★书中所有案例均经过作者的精挑细选，均为实际工作中常用且经常出错的典型案例。让读者的学习事半功倍。 ★配套光盘提供了书中所有实例的模型文件和结果文件，让读者学习起来更轻松。,机械工业出版社,¥76.50,1531条评论,width: 90%;

唐家鹏, /2016-06-01,本书以FLUENT 16.0版本为基础，其操作界面与老版本有较大不同，因此对新版本的操作界面进行了详细的说明，使读者能较快地掌握新版本的特点。 通过本书的学习，读者可以在较短时间内掌握FLUENT 16.0的学习要领和详细的操作步骤。各章所用到的实例可从配套DVD光盘中找到。 本书内容丰富、结构清晰，所有案例均经过精心设计与筛选，代表性强，并且每个案例都通过用户图形交互界面进行全过程操作。 本书主要目的不是为了求解多么复杂的物理问题，而是为了让读者学习FLUENT软件的求解思路，强调实用性，比如导热问题的数值模拟，其求解过程并不复杂，以往的书籍很少有涉及，但实际工程中却有广泛的应用。,人民邮电出版社,¥85.40,1127条评论,width: 90%;

钟日铭, /2010-06-01,更多精彩： 本书特色： 合理的知识体系和学习流程 专业知识与软件操作紧密结合 汇集教学培训和企业一线的成功案例 全面、系统地讲解Pro／E设计的思路、操作方法和技巧 本书核心内容包括： Pro／ENGINEER基础概述与草绘 基准特征、基础特征 编辑特征，工程特征、构造特征、高级及扭曲特征，用户定义特征、组与修改零件 装配设计、工程图设计，综合设计范例,机械工业出版社,¥50.70,1298条评论,width: 90%;

胡坤, /2014-08-01,**本原汁原味的科研与工程一线CFD案例图书 **本ANSYS ICEM CFD操作流程标准化教程 **本流体仿真分析全流程实例图书 **本真正零基础学计算流体力学的图书 · 196个源文件 · 41集有声教学视频 · 图书+视频+微信订阅号=可沟通交流的生态系统教程 微信（iCAX）立体化阅读支持,人民邮电出版社,¥57.40,1519条评论,width: 90%;

许玢, /2017-03-01,本书作者有多年的计算机辅助设计领域工作经验和教学经验。作者总结多年的设计经验以及教学的心得体会，历时多年精心编著，力求全面细致地展现出SOLIDWORKS在工业设计应用领域的各种功能和使用方法。 实例专业 本书中有很多实例本身就是工程设计项目案例，经过作者精心提炼和改编。不仅保证了读者能够学好知识点，更重要的是能帮助读者掌握实际的操作技能。 提升技能 本书从全面提升SOLIDWORKS设计能力的角度出发，结合大量的案例来讲解如何利用SOLIDWORKS进行工程设计，真正让读者懂得计算机辅助设计并能够独立地完成各种工程设计。 内容全面 本书在有限的篇幅内，包罗了SOLIDWORKS常用的全部功能讲解，内容涵盖了草图绘制、零件建模、曲面造型、钣金设计、焊接设计、装配建模、动画制作、工程图、布线与管道设计、运动仿真、有限元分析等知识。 秀才,人民邮电出版社,¥75.80,209条评论,width: 90%;

CAE技术联盟, /2017-10-01,本书中引用的机械电气、电力电气、电子线路、控制电气、建筑电气和通信工程等电气设计案例，经过作者精心的提炼和改编，不仅能保证读者学会知识点，而且通过大量典型、实用实例的演练，能够帮助读者找到一条学习AutoCAD电气设计的捷径。随书免费赠送千余项学习资源，力求在较短的时间让您高效、快速、深入掌握AutoCAD。1．配套自学视频：62节配套自学视频，全程实例操作演示，手把手教您。(*快速*容易学习方式)2．应用技巧汇总：101个AutoCAD应用技巧，提高绘图效率。（快速绘图及实战）3．疑难问题汇总：187个疑难问题解答，扫除学习障碍。（高效学习）4．典型练习题：9类习题精选，会做才是硬道理。（熟能生巧、深入巩固）5．常用图块集：393个常用图块，拿来改改就能用。（快速绘图及实战）6．全套工程图纸及视频：5大类全套工程图纸案例及配,清华大学出版社,¥77.20,135条评论,width: 80%;

刘昌丽, /2012-08-01,丰富案例，众多一线工程师的经验心血 深入讲解，62个范例包含完整操作步骤 视频丰富，62段DVD语音视频教学录像 《UG NX8.0中文版完全自学手册》具有细致全面的定位，使初学者在很短的时间内掌握所学知识，提高能力。精心设计的排版方式增强了可读性，突出重点。书中实例经典，不复杂但是利于理解和掌握，提高阅读效率。工程设计专业一线工程师和UG应用教学专家传授技巧，透彻详尽地讲述了实际操作中所需的各类知识。此外超大内存的随书光盘，突出本书特点，手把手教学，给出实例录像、图形源文件、结果文件和学习要点，让读者抓住要点并进行轻松且有针对性的学习。,人民邮电出版社,¥84.50,1467条评论,width: 90%;

CAE技术联盟, /2018-05-05,针对AutoCAD认证考试新大纲编写，内容丰富！视频演示：117集(段)高清教学微视频，扫码学习效率更高！典型实例：96个经典中小型实例，用实例学习更专业！综合演练：11种不同类型综合练习实例，实战才是硬道理！实践练习：48个实践练习，动手会做才是真学会！工程图集：6套不同领域的大型设计图集及其配套的源文件和视频录像，总时长达10小时。速查手册：7部速查手册，包括AutoCAD应用技巧大全、AutoCAD疑难问题汇总、AutoCAD常用图块集、AutoCAD绘图技巧大全、AutoCAD快捷键速查、AutoCAD快捷命令速查和AutoCAD工具按钮速查。,清华大学出版社,¥77.20,3条评论,width: 100%;

北京兆迪科技有限公司, /2014-09-01,1）本书以“快速自学、全面、实战、实用、速成”为特色； 2）讲解由浅入深、从入门到精通、清晰简明、图文并茂； 3）全书各章内容和实例彼此关联，浑然一体，前后呼应； 4）本书附带2张超值多媒体DVD教学光盘，内含实例教学视频。 5）重点突出、操作简练，即学即用、即用即得!,电子工业出版社,¥95.90,173条评论,width: 100%;

CAD辅助设计教育研究室, /2015-12-01,全面的知识：覆盖AutoCAD 2014所有的建筑、机械、室内以及电气等设计类型。 实用的实例：98个常见的图纸设计课堂案例＋29个图纸设计延伸课后习题。 超值的赠送：所有案例源文件＋所有案例的教学视频。,人民邮电出版社,¥47.80,73条评论,width: 100%;

胡志刚, /2018-05-01,本书详解装配建模、机构运动与仿真、工程图设计、钣金设计、注塑模具设计、数控加工、零件设计、产品设计、拆模设计，真正做到完全一本通。,电子工业出版社,¥86.20,12条评论,width: 60%;

赵罘, /2016-06-01,作者 本书由SolidWorks 公司官方认证的培训讲师、从事机械设计的一线工程师和从事SolidWorks教学理论研究的名校教师联合编著，汇集多年制图经验和应用技巧。实例专业 本书涵盖上百个知识点，配合多个典型范例应用，所有实例全部来自机械设计工程实践。完全自学 书盘配合便于自学，附赠一系列案例源文件及视频资源，真正实现轻松入门、逐步精通。超值附赠 全部18 章的教学PPT、25 段与本书同步的教学视频，另有丰富的案例源文件及SolidWorks 官方技术白皮书和视频资料。,人民邮电出版社,¥66.20,1064条评论,width: 90%;

吕英波, /2016-02-01,光盘下载地址：https://pan.baidu.com/s/1mjXuUIc，134个实战案例，30小时视频教学文件，17G相关素材文件。涵盖SolidWorks 2016的各个方面技巧与实战。 机械设计、产品设计、模具设计、钣金结构件设计、管道与线路设计全覆盖。 内容涵盖： 基础篇：软件的基本概况、常见的基本操作技巧、软件设置与界面设置、参考几何体的创建、草图指令及其应用、文件与数据管理等。 机械设计篇：基本实体特征、高级实体特征、特征编辑与操作、零件装配设计、机械工程图设计及机械设计综合案例等。 产品设计篇：基本曲面特征、高级曲面特征、曲面编辑与操作、产品检测与分析、产品高级渲染和产品设计综合案例等。 模具设计篇：模具设计基础、SolidWorks手动分模、SolidWorks模具设计案例等。 其他模块设计篇：钣金结构件设计模块、管道与线路设计模块。 下载百度云,清华大学出版社,¥76.50,1454条评论,width: 90%;

张云杰, /2013-04-01,专业团队：工业设计资深专家多年—线设计经验倾情奉献，根据教学特点精心编著 轻松入门：详细阐述软件的各项功能，准确剖析操作步骤，介绍应用知识和使用技巧 快速精通：海量实用案例和技巧，精选生产第—线的实例，让读者快速精通软件的使用方法 超值套餐：配有专业的多媒体教学视频，参考源文件近百个，网络技术支持和网络专家答疑,清华大学出版社,¥58.50,515条评论,width: 90%;

刘笑天, /2015-04-01,内容提要本书以ANSYS Workbench 15.0 Mechanical模块为基础，对自学时所需的相关知识和经验技巧进行了全面深入的讲解。 本书前3章讲解软件的基本操作流程和基本设置与使用方法；第4~8章讲解深入学习时需要了解的基础理论知识；第9~24章的案例以笔者参与设计的真实产品为基础，详细讲解各主要模块的用法，并在每个案例中穿插多个实用技巧和使用经验；第25~3l章主要介绍根据计算性能和预算要求选配适合进行有限元分析的高性能计算机的内容。 本书光盘包括全部案例的计算设置源文件和两百余个牌号金属材料的线弹性物理属性汇总表两部分内容。,水利水电出版社,¥61.60,658条评论,width: 100%;

詹熙达, /2013-07-01,,机械工业出版社,¥39.40,728条评论,width: 90%;

胡坤, /2017-07-01,在实际工作中ANSYS CFD的应用会产生很多疑难问题，本书系统梳理了ANSYS CFD在结构分析应用中的一些疑难问题并给出解决办法或思路。问题涉及结构分析的前处理（几何建模、有限元模型）、求解分析（线性和非线性问题）、后处理以及一些接触分析的实例和其它问题，均来自于ANSYS 实际使用人员的实践。,人民邮电出版社,¥75.80,231条评论,width: 90%;

天工在线, /2018-07-01,1．142集视频讲解 为方便读者学习，本书对书中实例录制了视频，并生成二维码，可以手机扫码看视频。 2．源文件下载 本书提供了全书实例的源文件，读者可下载后使用，方便对照学习。 3.Anto CAD官方认证首席专家、技术总监、全球认证讲师主编。 4.适用于AutoCAD 2018、AutoCAD 2017、AutoCAD 2016、AutoCAD 2015、AutoCAD 2014等版本学习。 5.知识面广泛。覆盖AutoCAD建筑设计几乎所有常用知识点，满足日常工作需要。 6.提供在线服务，随时随地可交流。提供QQ群、公众号等多渠道贴心快捷服务。 7.赠送大量辅助学习资料： （1）AutoCAD应用技巧精选（100条） （2）AutoCAD疑难问题精选（180问） （3）AutoCAD认证考试练习题（256道） （4）AutoCAD常用图块集（600个） （5）AutoCAD常用填充图案集（671个） （6）AutoCAD大型设计图纸视频及源文件（9套） （7）AutoCAD快捷键命令,水利水电出版社,¥70.90,0条评论,width: 0%;

CAE技术联盟, /2017-10-01,本丛书实例、案例丰富，助你身经百战；经验、技巧汇萃，一线设计师亲自传授工作经验；速查、速练、速用，千余资源免费赠送，力求在较短的时间让您高效、快速、深入掌握AutoCAD。1．配套自学视频：76节配套自学视频，全程实例操作演示，手把手教您。(*快速*容易学习方式)2．应用技巧汇总：101个AutoCAD应用技巧，提高绘图效率。（快速绘图及实战）3．疑难问题汇总：187个疑难问题解答，扫除学习障碍。（高效学习）4．典型练习题：9类类习题精选，会做才是硬道理。（熟能生巧、深入巩固）5．常用图块集：393个常用图块，拿来改改就能用。（快速绘图及实战）6．全套工程图纸及视频：6套工程图纸案例及配套视频，展现工作流程。（完全实战）7．AutoCAD 快捷键命令速查、AutoCAD 快捷键速查、AutoCAD 常用工具按钮速查。（快速绘图及实战）,清华大学出版社,¥68.60,147条评论,width: 80%;

CAE技术联盟, /2016-07-11,《AutoCAD机械绘图实例大全》随书光盘中还配备了极为丰富的学习资源，具体内容如下：1．111集（段）与本书同步的减速器、齿轮泵、变速器试验箱体的平面设计和三维设计案例的教学视频，让学习像看电影一样轻松、直观。2．AutoCAD应用技巧大全、疑难问题汇总、常用图块集、常用填充图案集、AutoCAD认证考试样题及常用工具、快捷键和快捷命令的速查手册等，能极大地方便学习，提高效率。3．球阀二维和三维设计方案，包括源文件及长达180分钟的同步教学视频，拓展视野。4．全书实例的源文件和素材，方便按照书中实例操作时直接调用。,清华大学出版社,¥85.80,198条评论,width: 100%;

CAD\CAM\CAE技术联盟, /2014-06-01,如果给我足够的时间，我可以学会任何东西，但是很多情况下，东西尚未学会，人却老了。时间就是财富、效率就是竞争力，谁能够快速学习，谁就能增强竞争力。本丛书致力于在*短时间高效、快速、深入掌握AutoCAD。 1．配套自学视频：58节配套自学视频，全程实例操作演示，手把手教您。(*快速*容易学习方式) 2．应用技巧汇总：101个AutoCAD应用技巧，提高绘图效率。（快速绘图及实战） 3．疑难问题汇总：187个疑难问题解答，扫除学习障碍。（高效学习） 4．典型练习题：256项各类习题精选，会做才是硬道理。（熟能生巧、深入巩固） 5．常用图块集：139个常用图块，拿来改改就能用。（快速绘图及实战） 6．全套工程图纸及视频：6大类全套工程图纸案例及配套视频，展现工作流程。（完全实战） 7．快捷命令速查：97个快捷命令，提,清华大学出版社,¥60.00,2115条评论,width: 90%;

费康, /2016-12-01,1本书讲透岩土工程核心理论与实践 10余年ABAQUS工程经验的高度浓缩 62个实例剖析工程应用与二次开发 提供：全部案例源代码 支持：图书 微信订阅号 QQ群 SimWe论坛=可沟通交流的生态系统教程,人民邮电出版社,¥67.00,589条评论,width: 90%;

CAE技术联盟, /2017-10-01,本丛书实例、案例丰富，助你身经百战；经验、技巧汇萃，一线设计师亲自传授工作经验；速查、速练、速用，千余资源免费赠送，力求在较短的时间让您高效、快速、深入掌握AutoCAD。1．配套自学视频：78节配套自学视频，全程实例操作演示，手把手教您。(*快速*容易学习方式)2．应用技巧汇总：101个AutoCAD应用技巧，提高绘图效率。（快速绘图及实战）3．疑难问题汇总：187个疑难问题解答，扫除学习障碍。（高效学习）4．典型练习题：9类习题精选，会做才是硬道理。（熟能生巧、深入巩固）5．常用图块集：393个常用图块，拿来改改就能用。（快速绘图及实战）6．全套工程图纸及视频：6套工程图纸案例及配套视频，展现工作流程。（完全实战）7．AutoCAD 快捷键命令速查、AutoCAD 快捷键速查、AutoCAD 常用工具按钮速查。（快速绘图及实战）,清华大学出版社,¥68.60,114条评论,width: 100%;

张晓智, /2018-06-19,?内容全面：草图、建模、曲面、工程图、仿真与分析 ?行业覆盖：家用产品、交通工具、零件、钣金、装配 ?图解导航：设计流程及零件草图、装配图等图纸展现 ?技能提升：温馨提示、技巧点拨、实战案例、论坛贴 ?在线互动：技能辅导、视频授课，以及在线互动答疑 ?产学结合：设计之门等教育机构免费咨询及就业指导 扫码附赠：所有案例素材、模型、图纸和教学视频等实用资料，腾讯、网易等大型平台在线教育课程，以及海量设计资源，稍加改动即可应用于实际工作中。,机械工业出版社,¥68.70,1条评论,width: 0%;

CAE应用联盟, /2014-11-01,更多精彩： ★作者具有丰富的实际工作经验，出版过多本畅销书。 ★书中所有案例均经过作者的精挑细选，均为实际工作中常用且经常出错的典型案例。让读者的学习事半功倍。 ★配套光盘提供了书中所有实例的模型文件和结果文件，让读者学习起来更轻松。,机械工业出版社,¥61.90,1287条评论,width: 90%;

胡仁喜, /2017-03-27,,机械工业出版社,¥77.20,396条评论,width: 90%;

金大玮, /2018-06-29,体系完善 草图、曲线、建模、零件、运动仿真、机械装配、工程图、高级渲染等。实例精彩 果冻杯、电动剃须刀、小黄鸭造型、篮球渲染、电气塑件后盖、凸模零件加工等。视频导引 25小时，216个视频教学文件，更好地帮助读者学习UG NX 12.0。实战性强 倾注业内专家和UG NX 12.0教学专家多年实战经验，案例全部来自一线。海量资源 超值赠达13.5GB各种相关素材文件，帮读者尽快成长为UG NX 12.0高手。,清华大学出版社,¥84.30,3条评论,width: 90%;

赵建, /2018-06-01,完善的学习模式 学习资源 实例要点 操作步骤 操作提示 4大环节保障了可学习性。详细讲解操作步骤，力求让读者即学即会。140个典型实例和5个完整商业应用案例，让读者掌握影视编辑剪辑的方法与技巧，为提高应用能力奠定了基础。 进阶式讲解模式 全书共14章，每一章都是一个技术专题，从基础入手，逐步进阶到灵活应用。基础讲解与操作紧密结合，方法全面，技巧丰富，不但能学习到专业的制作方法与技巧，还能提高实际应用的能力。 全程同步教学视频 179集800多分钟全程同步多媒体语音教学视频，由一线教师亲授，详细记录了所有案例的具体操作过程，全面配合书中所讲知识与技能，提高学习效率。 丰富的配套素材、工程文件 提供书中所有实例的素材文件，便于读者跟随学习，掌握学习内容的精髓。另外，书中还提供了配套的工程文件，供读者对比学,人民邮电出版社,¥75.80,8条评论,width: 100%;

CAD辅助设计教育研究室, /2017-01-01,6大解说板块，全方位解读命令：书中各命令均配有 执行方式 操作步骤 选项说明 初学解答 熟能生巧 和 精益求精 6大解说板块，知识讲解更详细。 软件与行业相结合，大小知识点一网打尽：书中精心准备了200个操作练习，除此之外，在书中还分布有144个 操作技巧 设计点拨 和 知识链接 等小提示，力求不漏掉任何知识点。 丰富的配套资源： （1）配套教学视频：针对书中的实例，专门制作了892分钟、243集的高清教学视频，读者可以先看视频，像看电影一样轻松愉悦地学习本书内容，然后对照课本加以实践和练习，大大提高学习效率。 （2）全书实例的源文件与素材文件：本书附带了很多实例，包含园林行业综合实例和普通练习实例的源文件和素材，读者可以安装AutoCAD 2016软件，打开并使用它们。 （3）超值电子书：除了与本书配套的附录之外，还提供了以下9,人民邮电出版社,¥66.20,1223条评论,width: 90%;

CAD辅助设计教育研究室, /2017-05-01,4大解说板块：按 启用方法 操作过程 结束方法 和 选项说明 的顺序对AutoCAD的各个命令进行讲解，全方位解读命令及其子选项。 2大索引功能速查：提供 AutoCAD常见问题 和 AutoCAD命令快捷键 索引附录，快速定位所需内容，可作案头辞典使用。 全方位绘图练习：按行业实际工作需求，提供40个平面绘图练习和20个三维绘图练习，全面提升操作技能。 超值资源赠送：随书附赠《CAD常用命令键大全》《CAD常用功能键速查》《CAD机械标准件图库》《室内设计常用图块》《电气设计常用图例》《服装设计常用图块》《107款经典建筑图纸赏析》《112个经典机械动画赏析》《117张二维、三维混合练习图》9本超值电子书。,人民邮电出版社,¥27.80,143条评论,width: 80%;

亿瑞设计, /2018-01-01,画卷 丛书系清华社 视频大讲堂 重点大系之一。该大系包括多个子系列，每个子系列的图书在其同品种的图书中销售名列前茅，其中： 4个品种荣获 全行业优秀畅销品种 1个品种荣获2012年清华大学出版社 专业畅销书 一等奖 绝大多数品种在 全国计算机零售图书排行榜 同品种排行中名列前茅 截至目前该大系累计销售超过55万册 该大系已成为近年来清华社计算机专业基础类零售图书畅销品牌之一 画卷 系列作为清华社 视频大讲堂 大系的子系列之一，继承和创新了清华社 视频大讲堂 大系的编写模式、写作风格和优良品质。本书的特色还有： 369节大型高清同步视频演示讲解，可反复观摩，让学习更为快捷、高效 191个中小精彩实例，通过实例学习更深入，更有趣 23个综合案例，积累项目经验 15个大型场景的设计案例，7大类,清华大学出版社,¥110.10,21条评论,width: 0%;

沈春根, /2018-06-29,★作者具有丰富的一线教学经验及工程实践经验，出版过多本畅销书。 ★书中所有案例均经过作者的精挑细选，均为实际工作中常用且经常出错的典型案例。让读者的学习事半功倍。 ★配套资源丰富。附赠光盘包括所有实例的素材文件，还有详细的语音视频讲解。,机械工业出版社,¥50.70,3条评论,width: 0%;

熊令芳, /2016-01-01,学习LS-DYNA动力分析技术的参考书。,中国铁道出版社,¥45.80,340条评论,width: 100%;

段中喆, /2015-10-01,本书详细介绍了ANSYS FLUENT软件的基础理论、操作方法和模拟实例，简单介绍了Pointwise软件和ICEM CFD软件的使用方法。,电子工业出版社,¥62.40,656条评论,width: 100%;

李锦, /2018-01-01,超厚手册、超大容量、技术全面 25章教学内容，软件功能全覆盖 123个实训案例，32个拓展训练，理论结合应用 收录22小时书中所有案例的教学视频 配书资源 包含书中所有实训案例和拓展训练的操作过程教学视频 包含书中实训案例和拓展训练的初始文件和结果文件，以及课后习题的练习文件,人民邮电出版社,¥113.30,44条评论,width: 80%;

曾洪飞, /2013-05-01,,中国电力出版社,¥69.50,734条评论,width: 90%;

