author,date,introduce,location,price,review,star
Stephen, /2012-07-01,一本经久不衰的C 畅销经典教程；首本支持C 11新标准的程序设计图书。 它被誉为 开发人员学习C 的必备教程，没有之一 ！ Amazon网站 Language 类销售排名第三的超级畅销书，之前版本在美国销售超10万！ 《C Primer Plus(第6版)中文版》可以说是一本面向从未学习过C语言甚至是从未学习过编程的人的入门书籍，它的首章从基础内容讲起，先介绍了传统编程的规则，后面才着重讲解有关面向对象 C 的精髓之一 的有关内容。整个书的结构安排较为合理，难度爬升较慢。 如果你是一个从未学过C语言（或者压根没学会C）的读者，那么，我相信这本书更适合你。,人民邮电出版社,¥95.00,34009条评论,width: 90%;

明日科技, /2016-09-21,随书附赠小白手册（电子版） 下载链接 http://pan.baidu.com/s/1mhLe8GS 软件开发视频大讲堂 丛书系清华社 视频大讲堂 重点大系之一。该大系包括多个子系列，每个子系列的图书在其同品种的图书中销售名列前茅，其中： 4个品种荣获 全行业优秀畅销品种 1个品种荣获2012年清华大学出版社 专业畅销书 一等奖 绝大多数品种在 全国计算机零售图书排行榜 同品种排行中名列前茅 截至目前该大系累计销售超过130万册 该大系已成为近年来清华社计算机专业基础类零售图书*畅销的品牌之一 软件开发视频大讲堂 系列作为清华社 视频大讲堂 大系的子系列之一，继承和创新了清华社 视频大讲堂 大系的编写模式、写作风格和优良品质。本书突出了以下内容： 总长总时长32小时同步视频演示讲解，可反复观摩，让学习更为快捷,清华大学出版社,¥59.90,16782条评论,width: 80%;

Sweigart, /2016-06-01,"亚马逊畅销Python编程图书，帮助你通过编程快速实现工作自动化在本书中，你将学习利用Python 编程，在几分钟内完成手工需要几小时的工作，而事先却无需具备编程经验。一旦掌握了编程的基础知识，你就可以毫不费力地创建Python 程序，完成高效的自动化工作，包括：● 在一个文件或多个文件中搜索文本；● 创建、更新、移动和重命名文件和文件夹；● 搜索网页和下载的在线内容；● 在任意大小的Excel电子表格中更新和格式化数据；● 拆分、合并PDF文件，以及如何加水印和加密；● 发送提醒邮件和文本通知；● 填写在线表格。本书的作者Al Sweigart是一位杰出Python程序员,他还是《Python 密码学编程》、《Python 游戏编程快速上手》和《Python 和Pygame 游戏开发指南》的作者。",人民邮电出版社,¥66.20,9905条评论,width: 90%;

Mark, /2014-12-01,重磅推荐： Python袖珍指南（第五版） 本书是 Python 应用的手册指南，它涵盖了 Python 编程的方方面面，从系统管理到图形界面编程，从文本处理到网络编程，从数据库到语言扩展 这些主题的探讨中，作者提供了大量的实际代码，通过对这些代码的研读，对读者的 Python 编程水平以及实际业务问题的解决都将不无裨益。,中国电力出版社,¥136.60,4594条评论,width: 90%;

李刚, /2018-01-16,1）作者提供用于学习和交流的配套网站及作者亲自在线的答疑微信群、QQ群。 2）DVD光盘中含 1500分钟图书部分内容的相关视频 图书配套代码 Java面试题真题 PPT课件 设计模式电子书 有助于完成课后练习的大量完整案例 3）《疯狂Java讲义》历时十年沉淀，现已升级到第4版，经过无数Java学习者的反复验证，被包括北京大学在内的大量985、211高校的优秀教师引荐为参考资料、选作教材。 4）《疯狂Java讲义》曾翻译为中文繁体字版，在宝岛台湾上市发行。 5）《疯狂Java讲义》屡获殊荣，多次获取电子工业出版社的 畅销图书 、 长销图书 奖项，作者本人也多次获得 优秀作者 称号。仅第3版一版的印量即达9万多册。 6）赠送线下课程优惠券。 7）介绍新知识时，通过巧妙的类比，将未知事物与已知事物进行类比，降低读者的学习难度；对于一些复,电子工业出版社,¥104.60,10000条评论,width: 90%;

巴尔加瓦, /2017-03-01,像小说一样有趣的算法入门书。 算法是解决问题的一步步流程，也是计算机科学领域的核心主题。如今程序员*常用的算法已经经过了前人的探索、检验及证明。如果你想搞明白这些算法，又不想被困在繁琐的证明中，本书正是你的不二选择。这本图示丰富、引人入胜的实用指南将让你轻松学会如何在自己的程序中高效使用重要的算法。,人民邮电出版社,¥33.80,3606条评论,width: 90%;

芒努斯·利·海特兰德, /2018-02-01,本书是经典的Python入门教程，层次鲜明、结构严谨、内容翔实，特别是后面几章，作者将前面讲述的内容应用到10个引人入胜的项目中，并以模板的形式介绍了项目的开发过程，手把手教授Python编程实践，让读者从项目中领略Python的真正魅力。 本书既适合初学者夯实基础，又能帮助Python程序员提升技能，即使是中高-级Python程序员，也能从书里找到耳目一新的内容。,人民邮电出版社,¥68.30,5320条评论,width: 90%;

Martin, /2015-08-01,软件开发的不朽经典 生动阐述重构原理和具体做法 普通程序员进阶到编程高手必须修炼的秘笈 重构，一言以蔽之，就是在不改变外部行为的前提下，有条不紊地改善代码。多年前，正是本书原版的出版，使重构终于从编程高手们的小圈子走出，成为众多普通程序员日常开发工作中不可或缺的一部分。本书也因此成为与《设计模式》齐名的经典著作，被译为中、德、俄、日等众多语言，在世界范围内畅销不衰。 本书凝聚了软件开发社区专家多年摸索而获得的宝贵经验，拥有不因时光流逝而磨灭的价值。今天，无论是重构本身，业界对重构的理解，还是开发工具对重构的支持力度，都与本书*初出版时不可同日而语，但书中所蕴涵的意味和精华，依然值得反复咀嚼，而且往往能够常读常新。,人民邮电出版社,¥66.20,10483条评论,width: 90%;

泽德, /2018-06-01,知乎、CSDN等各大论坛技术大牛推荐的Python自学入门畅销书《笨办法学Python》重磅升级，所有案例均基于Python3.6编写。 免费提供长达5个小时的配套教学视频，用手机扫码在线观看视频，更方便。 Zed A. Shaw创建了一套非常有效的Python 3学习体系，只要跟着学，你就会像Zed教过的数百万初学者一样获得成功！只要你能自律、投入和坚持！ 在本书中，你将通过完成52个精心设计的习题来学会Python语言。阅读这些习题，照着录入代码（不要复制和粘贴！），修正自己的错误，观察程序的运行。在这个过程中，你将学会计算机的工作原理，知道怎样的程序才算是好程序，以及如何读、写和思考代码。作者还提供了5个多小时的视频，教你如何破坏、修正和调试代码，整个过程就像一边做题一边直播一样。一开始会很难，但很快你就会上手，并且会感觉很棒！ 本书适合以下人群阅,人民邮电出版社,¥56.60,449条评论,width: 100%;

弗兰纳根, /2012-04-01,经典权威的JavaScript工具书 本书是程序员学习核心JavaScript语言和由Web浏览器定义的JavaScript API的指南和综合参考手册。 第6版涵盖HTML5和ECMAScript5 相关阅读 编写高质量代码：改善C程序代码的125个建议 JavaScript编程精解（原书第2版） Effective Python：编写高质量Python代码的59个有效方法 Effective Ruby：改善Ruby程序的48条建议,机械工业出版社,¥133.40,17862条评论,width: 90%;

啊哈磊, /2014-06-01,啊哈！去中科院玩单片机 呦吼！在微软亚洲研究院写爬虫 哒哒！写一本开开心心的算法书 你一定能看懂的算法书！ 作为本书的策划编辑，我很荣幸。 《啊哈！算法》是我读过的有趣且是我能轻松看懂的一本算法书。 我起初是因为啊哈磊写的另外一本书《啊哈！ C 》而认识啊哈磊的。啊哈磊还有个网站，也叫啊哈磊，这个啊哈磊网站中有个论坛，叫啊哈论坛。论坛建立短短一年半时间，就聚集了 15000 多个啊哈小伙伴，都是萌物。我对他的写作风格很欣赏，那是一种因热爱和探究而产生的纯粹的快乐，因此，当啊哈磊率领着他的一大波萌物开开心心地攻城略地，浩浩荡荡地兵临城下，跟我说他想写一本通俗易懂的算法书，不知是否能出版时，我的回答是： 必须出版！ 这本书出版意向的达成就是这么简单。 但创作的过程一,人民邮电出版社,¥31.00,6725条评论,width: 90%;

杨开振, /2017-07-10,涵盖Java EE主流框架技术SSM Redis，快速上手开发 用Spring MVC整合MyBatis框架技术 用Spring整合Redis在Java互联网技术上的应用 通过秒杀、抢红包讲解互联网高并发业务,电子工业出版社,¥114.20,2398条评论,width: 90%;

何海涛, /2017-03-01,以面试官视角拆解考题 结合作者在多家名企的经验，从面试官视角剖析考题构思、现场心理、题解优劣与面试心得。 80余道精选编程面试题 从谷歌、微软等知名IT企业的海量面试题中精心筛选出80余道精华题目，提供多角度解题辅导。由于本书流传甚广，这些题已被大量企业真实采用，参考价值颇高。 高标准的系统解题方法 系统总结如何在面试时写出高质量代码，如何优化代码效率，以及分析、解决难题的常用思路和方法。 真实现场体验与生涯感悟 Autodesk 微软中国 思科 美国微软总部，作者一路跳槽一路 面 ，既亲历备考和被考，更做过数次考官，又常年从事一线编程工作，大量面试与实践经验，是本书品质后盾。,电子工业出版社,¥62.40,5023条评论,width: 90%;

汪云飞, /2016-03-01,,电子工业出版社,¥85.40,4368条评论,width: 90%;

Craig, /2016-04-01,全球有超过100 000的开发者使用本书来学习Spring中文版累计销售超10万册，畅销经典Spring 技术图书，针对Spring 4 全新升级作者Craig Walls，SpringSource的软件开发人员，也是一位畅销书作者。第3版译者继续翻译新版，品质保障！,人民邮电出版社,¥85.40,8052条评论,width: 90%;

霍斯特曼, /2017-09-20,,机械工业出版社,¥133.40,2198条评论,width: 90%;

Nicholas, /2012-03-01,1995年，Brendan Eich创造了JavaScript。 2005年，席卷全球的 Ajax热 激发了全世界Web开发人员学习JavaScript的热情。与此同时，本书第1版诞生。这一版的中文版狂销4万册，被誉为 *深度的JavaScript经典 ，奠定了其不可替代的权威地位。 2005年到2009年，前端开发社区在实践中充分检验了这门语言的各种实现和扩展，JavaScript从被戏谑的 玩具语言 一跃成为软件业举足轻重的通用编程语言。2009年1月本书第2版应运而生，凝聚作者和社区专家多年宝贵经验的这一技术名著再次得到读者认可和褒扬，中文版销量达到2万册。 2009年到2011年，ECMAScript5和HTML5在标准之争中双双胜出，使大量专有实现和客户端扩展正式进入规范，同时也为这门语言增添了很多适应未来发展的新特性。2012年初本书第3版面世，中文版也紧随其后。第3版除增加5章全新内容外，其他章节也有较大幅度的增补和修,人民邮电出版社,¥68.30,21788条评论,width: 90%;

乔恩·本特利, /2015-01-01,历*伟大的计算机科学著作之一 融深邃思想、实战技术与趣味轶事于一炉的奇书 带你真正领略计算机科学之美 多年以来，当程序员们推选出*心爱的计算机图书时，《编程珠玑》总是位于前列。正如自然界里珍珠出自细沙对牡蛎的磨砺，计算机科学大师Jon Bentley以其独有的洞察力和创造力，从磨砺程序员的实际问题中凝结出一篇篇不朽的编程 珠玑 ，成为世界计算机界名刊《ACM通讯》历*受欢迎的专栏，*终结集为两部不朽的计算机科学经典名著，影响和激励着一代又一代程序员和计算机科学工作者。本书为*卷，主要讨论计算机科学中*本质的问题：如何正确选择和高效地实现算法。 在书中，作者选取许多具有典型意义的复杂编程和算法问题，生动描绘了历史上众大师们在探索解决方案中发生的轶事、走过的弯路和不断精益求精的历程，引导读者像真正的程序员和软,人民邮电出版社,¥37.40,9123条评论,width: 90%;

哈林顿, /2013-06-01,介绍并实现机器学习的主流算法 面向日常任务的高效实战内容 《机器学习实战》没有从理论角度来揭示机器学习算法背后的数学原理，而是通过 原理简述 问题实例 实际代码 运行效果 来介绍每一个算法。学习计算机的人都知道，计算机是一门实践学科，没有真正实现运行，很难真正理解算法的精髓。这本书的好处就是边学边用，非常适合于急需迈进机器学习领域的人员学习。实际上，即使对于那些对机器学习有所了解的人来说，通过代码实现也能进一步加深对机器学习算法的理解。 《机器学习实战》的代码采用Python语言编写。Python代码简单优雅、易于上手，科学计算软件包众多，已经成为不少大学和研究机构进行计算机教学和科学计算的语言。相信Python编写的机器学习代码也能让读者尽快领略到这门学科的精妙之处。,人民邮电出版社,¥47.60,14882条评论,width: 90%;

方腾飞, /2015-07-01,,机械工业出版社,¥56.60,2359条评论,width: 90%;

杨保华, /2017-09-05,,机械工业出版社,¥85.40,4439条评论,width: 90%;

盖茨, /2012-02-01,第16届Jolt大奖提名图书 JavaOne大会*畅销图书 了解Java并发编程必读佳作,机械工业出版社,¥47.60,11473条评论,width: 90%;

布洛克|译者, /2010-09-01,相关阅读 Effective Python：编写高质量Python代码的59个有效方法 Effective Ruby：改善Ruby程序的48条建议 我很希望10年前就拥有这本书。可能有人认为我不需要任何Java方面的书籍，但是我需要这本书。 Java之父James Gosling 编码平添乐趣，程序更加完美，高效成为习惯，工作如此轻松。 你是否正在寻找一本能够更加深入地了解Java编程语言的书，以便编写出更清晰、更正确、更健壮且更易于重用的代码。不用找了！本书为我们带来了共78条程序员必备的经验法则，针对你每天都会遇到的编程问题提出了*有效、*实用的解决方案。 这本经典Jolt获奖作品实属众望所归。作者对新版进行了彻底的更新。涵盖了自第l版之后所引入的Java E5和Java SE 6的特性，同时开发了新的设计模式和语言习惯用法，介绍了如何充分利用从泛型到枚举、从注解到自,机械工业出版社,¥35.80,12855条评论,width: 90%;

鲁特兹, /2011-04-01,Google和YouTube由于PythonF的高可适应性、易于维护以及适合于快速开发而采用它。《Python学习手册(第4版)》将帮助你使用Python编写出高质量、高效的并且易于与其他语言和工具集成的代码。《Python学习手册(第4版)》根据Python专家MarkLutz的著名培训课程编写而成，是易于掌握和自学的Python教程。 《Python学习手册(第4版)》每一章都对Python语言的关键内容做单独讲解，并且配有章首习题，便于你学习新的技能并巩固加深自己的理解。书中配有大量注释的示例以及图表，它们都将帮助你轻松地学习Python3．0。,机械工业出版社,¥114.20,6234条评论,width: 90%;

啊哈磊, /2017-01-01,小学生坐在马桶上都可以读懂的 C语言编程 入门书。,电子工业出版社,¥47.00,7273条评论,width: 90%;

迪米特里奥斯, /2018-02-01,Scrapy是一个开源的Python爬虫框架，可以用来轻松提取从页面数据。Scrapy带有丰富的特性，可通过简单的编码或配置来访问，从而可以节省开发人员数周的开发时间，并高效地提取所需数据。Scrapy有一个高度活跃且迅速增长的社区，而且已经成为黑客、创业者和Web爬取专家的首 选框架。 本书讲解了Scrapy的基础知识，讨论了如何从任意源提取数据，如何清理数据，以及如何使用Python和第三方API进行处理，以满足自身需求。本书还讲解了如何将爬取的数据高效地馈入数据库、搜索引擎和流数据处理系统（比如Apache Spark）。在学习完本书后，你将对数据爬取胸有成竹，并将数据应用在自己的应用程序中。 本书内容： 使用HTML和Xpath提取所需的数据； 使用Python编写Scrapy爬虫，并在网络上进行爬取操作； 将数据推送到任意数据库、搜搜引擎或分析系统的方法； 配置爬虫，使其,人民邮电出版社,¥56.60,1714条评论,width: 90%;

郝佳, /2013-09-01,帮助读者快速熟悉Spring源码，以便于对Spring源码进行扩展或修改，从而满足业务需求。 所有知识点均已HELLOworld级别示例为切入点，描述简单之后的复杂。 对于复杂逻辑的讲解采用剥洋葱似的方式，层层分解复杂度，便于读者理解和掌握。,人民邮电出版社,¥66.20,4218条评论,width: 90%;

陈小玉, /2017-08-01,本书从算法之美娓娓道来，没有高深的原理，也没有枯燥的公式，通过趣味故事引出算法问题，包含50多个实例及完美图解，结合学生提问，分析算法本质，并给出代码实现的详细过程和运行结果。 本书的特色和价值： （1）实例丰富，通俗易懂 （2）完美图解，简单有趣 （3）深入浅出，透析本质 （4）实战演练，循序渐进 （5）网络资源，技术支持,人民邮电出版社,¥85.40,1190条评论,width: 90%;

约西亚, /2015-11-01,当你需要以接近实时的速度访问快速变动的数据流时，Redis这样的键值数据库就是你的极好选择。通过接纳散列、字符串、列表等多种数据类型，Redis对键值对模式进行了扩展，它既提供了极其快速的内存数据集操作，又可以在运行时轻松地将这些数据持久化到磁盘上面。除此之外，Redis还是免费的、开源的。 本书对Redis本身以及它的键值对模型进行了介绍，读者将接触到包括缓存、分布式广告定向等实际使用案例，学到如何从小型的作业任务开始，扩展Redis以适应大规模的数据集，以及如何与其他传统的关系数据库或是其他NoSQL存储系统进行集成。有经验的开发者应该会对集群和服务器脚本编程等较为深入的内容感兴趣。 本书主要内容 全面介绍Redis 预处理实时数据 管理内存数据集 发布/订阅及配置 持久化到磁盘 本书面,人民邮电出版社,¥66.20,5192条评论,width: 90%;

李普曼, /2013-09-01,C 领域专家：潘爱民、孟岩作序，代表技术圈鼎力推荐！ 一线C 工程师腾讯Milo、微软刘未鹏、陈梓瀚、阿里李云、侯凤林高水准技术审校！ 如果只读一本C 书籍，相信所有读过的人都会毫不犹豫选择《C Primer（中文版）（第5版）》，无论初学或老手既可用来理解C 11规则背后的原理，也可用其新语言特性与标准库来快速构建健壮程序，采用中文版页码全面呈现原书大量交叉引用及详尽索引，新式辅学设置与课后操练用于避开陷阱、巩固良法！,电子工业出版社,¥88.30,17563条评论,width: 90%;

Kenneth, /2017-12-01,不管你是程序设计爱好者、计算机专业的学生还是一位专业程序员，本书都是你通过Python编程语言学习面向对象设计和数据结构的不错的入门教程。通过清晰的示例、按部就班的讲解以及众多实用的练习，本书教你通过Python理解并使用数据结构。 ● 使用多态和继承来设计集合类； ● 集合接口的多个实现； ● 不同的集合实现的时间 空间代价分析。,人民邮电出版社,¥66.20,1960条评论,width: 90%;

Majed, /2015-10-01,基于Scratch，超越Scratch 可视化编程语言，适合所有年龄阶段的读者 无需编程基础，快速掌握编程原理,电子工业出版社,¥66.20,6393条评论,width: 100%;

赫特兰, /2016-01-01,畅销书Python基础教程(第2版)作者、Python领域大牛又一新力作！知识点清晰，语言简洁。 本书用Python语言来讲解算法的分析和设计，主要关注经典的算法，帮助读者理解基本算法问题和解决问题打下很好的基础。 蕴含大量课后习题和参考资料。,人民邮电出版社,¥66.20,2558条评论,width: 90%;

斋藤康毅, /2018-07-01,1.日本深度学习入门经典畅销书，原版上市不足2年印刷已达100 000册。长期位列日亚 人工智能 类图书榜首，众多五星好评。 2.使用Python 3，尽量不依赖外部库或工具，从零创建一个深度学习模型。 3.示例代码清晰，源代码可下载，需要的运行环境非常简单。读者可以一边读书一边执行程序，简单易上手。 4.使用平实的语言，结合直观的插图和具体的例子，将深度学习的原理掰开揉碎讲解，简明易懂。 5.使用计算图介绍复杂的误差反向传播法，非常直观。 6.相比AI圣经 花书 ，本书更合适入门。 对于非AI方向的技术人员，本书将大大降低入门深度学习的门槛；对于在校大学生、研究生，本书不失为学习深度学习的一本好教材；即便是在工作中已经熟练使用框架开发各类深度学习模型的读者，也可以从本书中获得新的体会。 摘自本书译者序,人民邮电出版社,¥40.70,14条评论,width: 100%;

Kenneth, /2008-04-01,《C和指针》通过对指针的基础知识和高级特性的探讨，帮助程序员把指针的强大功能融入到自己的程序中去。 全书共18章，覆盖了数据、语句、操作符和表达式、指针、函数、数组、字符串、结构和联合等几乎所有重要的C编程话题。 《C和指针》适合C语言初学者和初级c程序员阅读，也可作为计算机专业学生学习C语言的参考。,人民邮电出版社,¥62.40,13086条评论,width: 90%;

艾伦A, /2017-05-02,,机械工业出版社,¥75.80,1290条评论,width: 90%;

上野宣, /2014-05-01,172张图解轻松入门 从基础知识到**动向，一本书掌握HTTP协议 Web前端开发者必备，从基础知识到**动向一网打尽 本书前半部分由HTTP的成长发展史娓娓道来，基于HTTP 1.1 标准讲解通信过程，包括HTTP方法、协议格式、报文结构、首部字段、状态码等的具体含义，还分别讲解HTTP通信过程中代理、网关、隧道等的作用。接着介绍SPDY、WebSocket、WebDAV等HTTP的扩展功能。作者还从细节方面举例，让读者更好地理解何为无状态（stateless）、301和302重定向的区别在哪、缓存机制，等等。本书后半部分的重心放在Web安全上，涵盖HTTPS、SSL、证书认证、加密机制、Web攻击手段等内容。,人民邮电出版社,¥33.80,5487条评论,width: 90%;

马克·艾伦·维斯, /2016-03-07,,机械工业出版社,¥47.60,5592条评论,width: 90%;

明日科技, /2017-02-01,适读人群 ：中文 软件开发视频大讲堂 丛书系清华社 视频大讲堂 重点大系之一。《软件开发视频大讲堂》大系包括多个子系列，每个子系列的图书在其同品种的图书中销售名列前茅，其中： 4个品种荣获 全行业*品种 1个品种荣获2012年清华大学出版社 专业畅销书 一等奖 绝大多数品种在 全国计算机零售图书排行榜 同品种排行中名列前茅 截至目前该大系累计销售超过130万册 该大系已成为近年来清华社计算机专业基础类零售图书*畅销的品牌之一 软件开发视频大讲堂 系列作为清华社 视频大讲堂 大系的子系列之一，继承和创新了清华社 视频大讲堂 大系的编写模式、写作风格和优良品质。本书突出了以下内容： 总长总时长30小时同步视频演示讲解，可反复观摩，让学习更为快捷、高效 881个典型实例，通过实例学习更深,清华大学出版社,¥51.40,4191条评论,width: 90%;

Bryson, /2016-03-01,本书属于No Starch的经典系列之一，英文版在美国受到读者欢迎。本书全彩印刷，寓教于乐，易于学习；读者可以轻松与快递地掌握解决问题方法和程序设计思维的。 编程从孩子抓起 得到越来越多的人的认同和重视。本书是父母教孩子学习Python程序设计的亲子读物。,人民邮电出版社,¥56.60,5559条评论,width: 90%;

邓文渊, /2017-10-01,担心自己基础差学不会？ 买过好几本书，python还没入门？ ●一网打尽：巧妙地把python的基础知识点，系统地融入到爬虫、人脸识别、数据抓取与分析、验证码识别等精彩而流行的案例之中，即避免了学习的枯燥性，又亲手完成了案例开发。 ●深入浅出:理论与实战无缝融合，一步一图，一点一例，知识点的小例子串联成较大的应用案例。 ●成就感十足：案例中用到的每个知识点，都不会让您感觉凭空飞来，这样在案例的实现中就不会有丝毫障碍，让您充分感受学习带来的成就感！ ●超值DVD：DVD包含了本书学习所需用到的重点章节视频、所有案例的源代码等资料。,水利水电出版社,¥46.40,1037条评论,width: 100%;

黄健宏, /2014-06-01,资深 Redis 技术专家撰写，深入了解 Redis 技术内幕的必读之作。 从源码角度解析 Redis 的架构设计、实现原理和工作机制，为高效使用 Redis 提供原理性指导。,机械工业出版社,¥75.80,2858条评论,width: 90%;

刘凤飞, /2017-08-01,Scratch是可视化的编程语言，利用它可以制作游戏、动画，还可以计算数学题，处理字符串。本书有简单的单个程序块分析，有深奥的数学知识灌输，也有复杂的变量、链表、字符串、克隆体程序讲解，更有一个个游戏实战项目演练。培养学生发挥自己的创意，通过脚本的构思、流程的规划，以搭积木的方式，轻松学会使用Scratch编程。,清华大学出版社,¥59.30,1967条评论,width: 100%;

韦斯, /2018-07-30,阅读本书可以获得一份关于在Python下操作、处理、清洗、规整数据集的完整说明。本书第二版针对Python 3.6进行了更新，并增加实际案例向你展示如何高效地解决一系列数据分析问题。你将在阅读过程中学习到*版本的pandas、NumPy、IPython和Jupyter。 本书由Wes McKinney创作，他是Python pandas项目的创始人。本书是对Python数据科学工具的实操化、现代化的介绍，非常适合刚学Python的数据分析师或刚学数据科学以及科学计算的Python编程者。数据文件和相关的材料可以在GitHub上找到： l 使用IPython shell和Jupyter notebook进行探索性计算 l 学习NumPy(Numerical Python)的基础和高级特性 l 入门pandas库中的数据分析工具 l 使用灵活工具对数据进行载入、清洗、变换、合并和重塑 l 使用matplotlib创建富含信息的可视化 l 将pandas的groupby功能应用于对数据集的切片、分块和汇总 l 分析并,机械工业出版社,¥82.10,8条评论,width: 70%;

卢西亚诺·拉马略, /2017-04-01,流畅的Python 由奋战在Python开发一线近20年的Luciano Ramalho执笔，Victor Stinner、Alex Martelli等Python大咖担纲技术审稿人，从语言设计层面剖析编程细节，兼顾Python 3和Python 2，告诉你Python中不亲自动手实践就无法理解的语言陷阱成因和解决之道，教你写出风格地道的Python代码。 ● Python数据模型：理解为什么特殊方法是对象行为一致的关键。 ● 数据结构：充分利用内置类型，理解Unicode文本和字节二象性。 ● 把函数视作对象：把Python函数视作一等对象，并了解这一点对流行的设计模式的影响。 ● 面向对象习惯用法：通过构建类学习引用、可变性、接口、运算符重载和多重继承。 ● 控制流程：学习使用上下文管理器、生成器、协程，以及通过concurrent.futures和asyncio包实现的并发。 ● 元编程：理解特性、描述符、类装饰器和元类的工作原理。,人民邮电出版社,¥95.90,1980条评论,width: 100%;

刘浩, /2016-12-01,真正的MATLAB入门书、进阶、实践一本通\美国MathWorks公司推荐用书 更多计算机好书请关注： 电子工业出版社当当自营店,电子工业出版社,¥76.60,6798条评论,width: 80%;

