author,date,introduce,location,price,review,star
佩腾, /2006-04-01,氨臼槲?醭雒┞?牟馐孕率痔峁┝吮憷?＜觳榈サ挠τ靡约懊空履┪才溆械牟庋椋?崛枚琳呒由疃运?е?兜睦斫夂驼莆眨?浼壑凳俏薹ê饬康摹?atton侃侃而谈的写作风格，自我发展的组织方式，也会使有经验的专业测试人员获益匪浅。” ——Suan Archer “Patton的软件测试是进入软件测试专业领域的理想入门指导。一个测试新手可以从中学到重要的基础知识，以及进一步提高所需要的一些高级提示。该书编排清晰合理，内容浅显易读。” ——Danny R. Faught “我喜欢描述各种测试类型细节的章节，比如Web应用测试、本地化测试等。通过阅读许多章节，我个人认为我学到了一些“诀窍”。这些细节也有利于将此书作为参考教材作用。” ——Rick Craig 本书全面系统地介绍了软件测试理论及应用技术，不仅讲述基本的测试技能，也讲述成为一个成功的软件测试员所必须掌握的高级,机械工业出版社,¥24.30,7612条评论,width: 80%;

于涌, /2014-11-01,**的LoadRunner版本 面向性能测试相关人员及高校、培训机构等相关专业人员：从性能测试基础开始，由浅入深，使您能够快速掌握性能测试相关理论和LoadRunner工具使用，全书各章节配有教学幻灯片 章节习题及经典面试题：掌握各章节精髓、掌握企业经典面试试题及答题技巧 基于LoadRunner 11.0工具图文并茂详细讲解工具使用及深度脚本案例解析 多架构样例程序：基于B/S、C/S架构的样例程序从安装、程序分析到生成脚本循序渐进掌握脚本开发 脚本编写技术与操作技巧：LoadRunner脚本编写技巧及注意事项、LoadRunner相关性能指标的由来、60个经典性能问题和操作解答 完整性能测试案例及外包项目实施过程及各阶段详细项目文档 光盘中附送性能测试和工具应用视频及脚本代码等,人民邮电出版社,¥66.20,668条评论,width: 100%;

Toby, /2015-03-01,《集体智慧编程》内容翔实，包括协作过滤技术（实现关联产品推荐功能）、集群数据分析（在大规模数据集中发掘相似的数据子集）、搜索引擎核心技术（爬虫、索引、查询引擎、PageRank算法等）、搜索海量信息并进行分析统计得出结论的优化算法、贝叶斯过滤技术（垃圾邮件过滤、文本过滤）、用决策树技术实现预测和决策建模功能、社交网络的信息匹配技术、机器学习和人工智能应用等。《集体智慧编程》是Web开发者、架构师、应用工程师等的绝佳选择。 更多前端好书，请点击链接,电子工业出版社,¥75.80,2766条评论,width: 90%;

项亮, /2012-06-01,相关领域专家的研究经验和实战经验 总结当今互联网领域中和推荐有关的产品和服务 Web 2.0时代的必读著作 以实战为基础，理论和实践并重，适合不同层次的读者。 《数学之美》作者吴军等强力推荐,人民邮电出版社,¥34.50,3352条评论,width: 90%;

浙江大学SEL实验室, /2016-10-01,基于Docker 1.10和Kubernetes 1.2全面更新 一本书讲透Docker和Kubernetes 从源码层面深度解析Docker核心原理 Kubernetes源码完全解读 *实践 广泛涵盖Docker高级实践技巧 全面梳理主流容器云技术架构方法,人民邮电出版社,¥62.70,2021条评论,width: 90%;

许晓斌, /2011-01-01,国内首本Maven著作，基于Maven 3.0，内容全面，实战性强 国内公认Maven专家亲自执笔，技术专家联袂推荐，权威性毋庸置疑,机械工业出版社,¥45.10,4615条评论,width: 90%;

, /2018-06-01,知名公众号 嘀嗒嘀嗒 作者， 硅谷女神 安姐倾情力作 以*人称视角，全面展现硅谷公司技术领导的学习感悟 凝结管理者都该了解的14 大领导方式 工程师必看的31个技术实践 技术人员必修的14项软技能,电子工业出版社,¥56.60,35条评论,width: 100%;

史蒂夫·诺特伯格, /2017-10-01,拖延症严重，难以完成工作？ 自己的时间管理方法太复杂，难以坚持使用？ 开会和午休经常破坏自己的番茄钟？（如果你在使用 番茄工作法 ） 不如试试 单核工作法 吧！ 作者结合自身超过25年的实践和咨询经验，总结出行之有效的 单核工作法 ，帮助人们轻而易举地加强自制力、集中精力，在日常生活中轻松完成各项任务。每个人都可以根据自身情况和需要找到适合自己的应用方式，迅速成为高效能人士。 畅销书《番茄工作法图解》作者Staffan N?teberg新作，为你展示一心一意的智慧。 基于科学的时间管理原理： - 服务生效应 - 艾森豪威尔矩阵 - 利特尔法则 - 帕累托原理 - 特克斯勒消逝效应 - 采用简单的时间管理工具： - 快捷清单 - 集草器清单 - 拉金问题 - 志愿者小时 - 核对单 - 康奈尔笔记法 - 通过阅读本书，你可以： - 高效利用自由时间 -,人民邮电出版社,¥26.90,1912条评论,width: 100%;

Kenneth, /2014-06-01,上市以来雄踞亚马逊敏捷类畅销书榜首，热评如潮 Scrum精髓，一点就通，一本就够 揭示同类书不告诉你的主题和秘笈 适用于大多数敏捷过程的实用指南 适合团队成员、经理和执行负责人阅读的知识读本 如果想用Scrum来开发足以引爆流行的产品和服务，本书就是你梦寐以求的完全参考。作为业内领先的敏捷教练和培训师，KennethRubin用通俗易懂的语言和丰富的实例与我们分享他十多年的实践经验，诠释Scrum的价值观、原则和实践，描述一些灵活、可行的方法帮助我们用好Scrum。 针对Scrum新手和达人，本书从团队、产品和产品组合这三个层面来介绍、澄清和深化Scrum的相关原则和应用。Rubin曾帮助数百个组织成功应用Scrum，积累了相当丰富的实践经验和表达能力。作为这些经验和能力的结晶，本书图文并茂，通过通俗易懂的描述和两百多幅图,清华大学出版社,¥67.90,665条评论,width: 90%;

TULLIS, /2015-12-01,一本量化用户体验的实操书，集合了作者在该领域40余年的经验与教训 对实际产品有实用建议： ★ 在什么情境下收集哪些度量 ★如何收集这些度量 ★如何使用不同的分析方法对数据进行梳理 ★如何以一种*清晰、*吸引人的方式呈现结果 第2版新增： ★测量情绪体验的新技术，包括手环和面部表情的自动分析。 ★眼动追踪技术的进展，包括远程基于摄像头的眼动追踪。 ★新的案例，包括 UX领域目前正在做的事情（第 10 章案例研究全部更新）。 ★收集和分析 UX数据的新方法和工具，包括多种在线工具。 ★贯通全书的诸多新示例。,电子工业出版社,¥95.00,634条评论,width: 100%;

科恩, /2010-04-01,《用户故事与敏捷方法》：敏捷大师Mike Cohn的软件需求方法圣经，小型团队(项目)不可或缺的敏捷开发宝典，亚马逊五星级长销图书，敏捷社区重点推荐，结合精髓和实例，充分演绎用户故事的智慧。 在敏捷社区的详尽评审和热切期盼下， 《用户故事与敏捷方法》不负众望.为软件行业提供了一种节省时间和消除重复工作的需求管理方法.对开发更优秀的软件起着积极、高效的推动作用。 构建满足用户需求的软件，方法是从“用户故事”开始，即简明扼要、清楚明确地描述对实际用户有价值的功能。在《用户故事与敏捷方法》中.敏捷大师Mike cohn提供详尽的蓝图来指导我们如何编写用户故事.如何把它们应用于软件开发生命周期中。 《用户故事与敏捷方法》介绍了如何编写理想的用户故事，造成用户故事不理想的原因有哪些，如何在无法与用户交流的情况下有效地搜集,清华大学出版社,¥33.50,2295条评论,width: 90%;

DeMarco, /2014-09-01,公认对软件行业影响**、**价值的著作之一，历时15年全面更新； 与《人月神话》共同被誉为软件图书领域 两朵*鲜艳的奇葩 ，近30年全球畅销不衰,机械工业出版社,¥66.20,1377条评论,width: 90%;

罗杰, /2016-12-27,,机械工业出版社,¥56.10,269条评论,width: 100%;

贾尔斯, /2018-06-01,追求简单易用是人类的本性，简单易用始终是赢得用户的关键，并决定了产品寿命。本书作者贾尔斯?科尔伯恩依托20多年交互式设计的探索与实践，提出了合理删除、分层组织、适时隐藏和巧妙转移这4个达成简约至上的策略，讲述了为什么应该站在主流用户一边，以及如何从他们的真实需求和期望出发，简化设计，提升易用性，创造出卓尔不群、历久弥新的用户体验。 本书第1版出版后一直高居同类图书销量排行榜前列，被读者奉为交互设计和产品设计必读入门书。第2版根据近年来交互设计领域的实践和发展，对书中案例进行了全面更新，并在设计策略层面有更深入的探讨。,人民邮电出版社,¥46.40,10条评论,width: 100%;

刘鹏, /2015-09-01,用计算的力量改变世界是每一个程序员的梦想，而本书的主题正是用计算将数据和流量变成财富。这样的后向变现使得许多对用户有价值但直接利润微薄的信息产品，在互联网时代找到了爆发式成长的机会。从这个角度来看，我们希望本书能够成为一本启示录，帮助每一个互联网人真正理解后向变现对于互联网生产力的巨大解放，真正理解数据资产的巨大价值。 对于已经开启商业化进程的企业，洞悉广告市场复杂的交易结构和产品特点，并选择合理高效的产品方案和技术架构，是商业化必须面对的一步。从这个意义上说，我们还希望本书成为一本操作指南，辅助商业化团队更顺利地认知和践行技术驱动的营销与变现。 由于需要综合用到计算机科学、经济学、心理学等多学科的知识，并需要相当的工业实践基础，因此计算广告的人才相当稀缺。从这个目的出发，本,人民邮电出版社,¥66.20,3262条评论,width: 90%;

郑天民, /2017-05-01,适读人群 ：立志向系统架构师转型的广大开发人员 本书包含作者基于自身在传统以及互联网行业多年的技术与管理工作经历展开论述，结合方法论和工程实践，具有较强的针对性和适用性，能帮助读者了解并掌握迈向架构师所需的各种知识体系和实践技巧。 本书在介绍技术以及过程管理的内容时，采用 思路 方法论 工程实践 的三段式模型，不光告诉读者可以怎么做，更重要的是提供了对问题的分析以及解决思路和方法论，并辅以相应的工程实践和案例分析。 本书从 向架构师转型 的角度出发，关注于转型这个特定主题给出了作者自身的一些思考和总结，从内容上填补了市场上的这一空白。,人民邮电出版社,¥47.80,246条评论,width: 90%;

邹辉, /2017-01-01,快速学习能力已成为当前职场必备技能，而自动化测试开发也逐渐成为软件测试行业中一门必备技能或职业。本书为软件测试行业的快速学习提供了一种可能。对初学者而言，可以照葫芦画瓢，在实践中激发兴趣和信心；对有基础的读者而言，可以更加深入地了解自动化测试，并直接应用到工作当中，本书的内容将起到一个实用指南的作用。,电子工业出版社,¥56.60,604条评论,width: 80%;

王朔韬, /2014-05-01,独特的场景式案例描述 全纪实的记录手法 融台理论与实践 为您揭秘软件开发全过程 作者用投核保系统作为案例，通过独特的场景描述、纪实性的记录手法，深入剖析了软件需求分析和软件架构设计两方面内容。本系列书是作者对自己多年的软件开发的工作和培训经验、技术要领和心得的总结和升华，是五年来日日夜夜一字一句凝结而成的呕心沥血之作。此系列书以软件生命周期为主线，将各种软件开发相关的思想、方法、工具、技术点巧妙地穿插其中，图表详尽、案例难易适中、内容通俗易懂、语言严谨但不失活泼，真可谓是详实的软件 炼成 教学片，非常完整的软件 炼成 纪录片，每一位软件开发和管理从业人员必备的 软件修炼宝典 ！,清华大学出版社,¥85.10,812条评论,width: 90%;

潘坚, /2015-06-01,推荐购买： seo实战密码第2版 seo深度解析 百度推广 搜索营销新视角 点金时刻 搜索营销实战思维解读 实战网络营销 网络推广经典案例战术解析（第2版） 望族希望独家奉献10年网站运营经验，100多种营销技巧,电子工业出版社,¥56.60,2014条评论,width: 90%;

Mike, /2016-03-01,敏捷联盟联合创始人Mike Cohn全新作品 每位研发精力、团队经理和成员不可或缺的宝贵资源 介绍了敏捷、半敏捷、迭代流程、Scrum、特性驱动开发、水晶方法、自适应软件开发、DSDM、统一过程（UP）等方式方法 结合案例 有效地开发具有卓越业务价值的软件,清华大学出版社,¥42.80,288条评论,width: 100%;

Diomidis, /2018-06-01,全书传递的架构知识既有高屋建瓴的系统描述，又有深入系统的全面 剖析，全面体现了架构设计中的简洁之美、清晰之美、风格之美、灵活之美和演进之美。评注者用评注的形式，帮助读者更进一步理解经典。,电子工业出版社,¥85.40,2条评论,width: 100%;

马丁, /2017-04-05,,机械工业出版社,¥75.80,844条评论,width: 90%;

布鲁克斯, /2015-04-01,"""图灵奖得主、 IBM 360系统之父 作者Brooks颠覆了项目管理领域，长久不衰传奇经典！ 软件开发人员、软件项目经理、系统分析师等IT从业者必藏之软工圣经！ 畅销全球40年！新版再发行 全球软工领域畅销的项目管理经典！ 影响人力编程思想的著作之一！",清华大学出版社,¥69.50,0条评论,width: 0%;

蓝鲸部落, /2016-02-01,,机械工业出版社,¥56.60,769条评论,width: 100%;

Dietmar, /2013-07-01,,人民邮电出版社,¥46.60,1465条评论,width: 90%;

伦恩·拜斯, /2017-03-21,,机械工业出版社,¥66.20,688条评论,width: 100%;

White, /2015-01-01,新版新特色，内容更权威，更适合收藏和找Hadoop之父签名儿！ 广受好评的《 Hadoop权威指南（第2版 修订版） 》的升级版《Hadoop权威指南（第3版）》来啦！ **组合 大数据运营,清华大学出版社,¥85.10,6381条评论,width: 90%;

刘光瑞, /2017-04-01,基于Tomcat新版本全面解析应用服务器架构 涵盖Tomcat所有组件的详细配置、使用与优化 知识讲解广度与深度结合，系统性与完整性兼备 Tomcat作为一款开源的轻量级Web应用服务器，技术先进，性能稳定，深受Java爱好者的喜爱，也得到了广大软件开发商的高度认可，目前已成为*流行的Java Web应用服务器，广泛应用于企业应用系统及云服务平台，是开发和调试JSP/Servlet应用的*。系统学习Tomcat架构将会令你受益匪浅。 本书从功能组件、协议、规范，到详细配置等各个方面，系统性介绍了Tomcat架构的实现方案及使用方式，有助于读者详细了解应用服务器的架构及工作原理。主要内容包括： ★ Tomcat的基础组件架构及工作原理； ★ Tomcat各组件的设计、实现方案、使用方式及详细配置； ★ Tomcat与Web服务器集成及性能优化； ★ Tomcat部分扩展特性介绍：嵌入式,人民邮电出版社,¥62.20,438条评论,width: 90%;

Robert, /2003-09-01,《敏捷软件开发：原则模式与实践》是综合性、实用性的敏捷开发和极限编程方面的指南，讲述了在预算和时间要求下软件开发人员和项目经理如何使用敏捷开发完成项目：使用真实案例讲解如何用极限编程来设计、测试、重构和结对编程；包含了极具价值的可重用的C 和Java源代码；还重点讲述了如何使用UML和设计模式解决面向客户系统的问题。《敏捷软件开发：原则模式与实践》于2003年荣获第13届软件开发图书震撼大奖，适于用作高校计算机专业本科生、研究生和软件学院的软件工程和软件开发相关课程的教材或参考书，也适于软件开发和管理人员提高自身水平学习之用。,清华大学出版社,¥50.70,4288条评论,width: 90%;

米泰什, /2018-01-01,本书按照 每天1章，总计8天 的训练营模式提供了一些实用的学习模块，你需要完成每天的所学任务，并以此来培养DevOps文化。 dy天以DevOps基础概念为主。第er天关注的是持续集成。第3天的重点是Docker容器以及创建一个Tomcat容器。第4天则是在AWS和Microsoft Azure中创建和配置用来部署应用程序的环境，其中会用到基础设施即服务（IaaS）以及开源的配置管理工具Chef。第5天是持续交付，其重点是应用程序的自动部署，并使用VSTS配置持续交付。第6天则是学习自动化测试的概念。第7天是使用各种方法来实现应用程序生命期管理的自动化，其中还会涉及如何在Jenkins和VSTS中创建流水线，这样当成功实现持续集成之后，能立即开启持续交付并部署应用程序。第8天关注的是安全和监控问题。 本书包含如下内容： 使用SonarQube分析静态代码； 配置基于Maven的JEE Web应用； 使用Jenkins和VST,人民邮电出版社,¥56.60,99条评论,width: 100%;

施瓦尔贝, /2015-08-01,,机械工业出版社,¥62.20,691条评论,width: 100%;

齐涛, /2015-10-01,1、涵盖自动化测试中的大部分场景，内容充实，逻辑严密； 2、作者是RF中文社区的核心力量之一，书中有其对自动化测试的很多思考； 3、本书是一本测试实践书，书中融入了大量的一线测试经验，是人人必备的案头工具书。 重磅推荐： 《分布式服务框架原理与实践》,电子工业出版社,¥54.50,953条评论,width: 90%;

Dave, /2015-08-01,,机械工业出版社,¥56.60,471条评论,width: 100%;

Karl, /2016-03-01,"STC（美国技术通信学会）卓越奖获得者,国际业务分析师协会CBA兼执行VP推荐。敏捷开发和大数据时代的软件需求百科全书！一流业务分析师，项目经理，产品经理/产品负责人，创业CEO，商业顾问/咨询的权威工具和参考书。 特色：这本经典名著经过需求领域两大领军人物的联袂打造，得以全面升级和扩展，包含更多、更新的主题、实例和洞见。通过本书介绍的需求工程*实践、工具和技术，读者可以提升需求引导、捕获、开发、管理和分析能力，并把这些行之有效的技术与技巧运用到工作当中，在尽可能减少成本、增强维护性和避免返工的同时，交付定位更准确、质量更优良的软件产品/服务。 特色主题： 准确锁定关键的利益干系人并与他们展开合作 聚焦于业务目标，对需求进行引导和分析 需求的文档、优先级排定、验证和重用 原型和创建需求的可视",清华大学出版社,¥85.10,368条评论,width: 100%;

Andrew, /2018-06-01,书名中的 实战 一词强调的是实用性。读者在拿到书之后，可以直接上手，将其中的建议运用于实际的敏捷项目中，边实践边改进，形成良性循环。本书的作者Andrew Phuong-Van都是于敏捷领域多年的实践者，有着丰富的担任ScrumMaster 或者产品负责人两个关键角色的经验。他们在书中以个人的实际经历总结了Scrum 项目成功的非常好的实践，包括如何通过基本的财务知识与高层管理者沟通，从而获得他们对项目的支持；项目团队中成员之间可能发生的冲突以及解决办法；故事点数的评估如何做到客观，并且保证在多个项目之间具备可比性；服务型领导应该是什么样子。我刚才列举的几点都是在目前市面上有关敏捷的书籍中比较少提及的，这也是本书的 实战性 所在。,清华大学出版社,¥42.80,7条评论,width: 0%;

黄文高, /2013-06-01,《深入性能测试——LoadRunner性能测试、流程、监控、调优全程实战剖析》一书由从业10余载的资深作者撰写，多年的授课经验及实操技巧给人以醍醐灌顶的感受。本书由浅入深详解了LoadRunner的使用，并结合案例重点阐述了关键知识点（如关联、参数化等）。另外，在《深入性能测试——LoadRunner性能测试、流程、监控、调优全程实战剖析》中还深入系统地介绍了监控与调优的方法和技巧，并深入剖析了监控与调优的逐个步骤。在性能测试的流程方面，书中特别收录了性能测试的主干流程，并进行了详细的论述，可以帮助读者更好地了解和规范性能测试流程，是实战必备的利器。,水利水电出版社,¥69.50,1092条评论,width: 90%;

