author,date,introduce,location,price,review,star
李又东, /2013-12-01,熬夜加班伤身体，何必啊？！本书就是让你不加班，轻轻松松高效完成各项办公事务！ 通过对日常办公案例的详细讲解，配合完整的视频教学，让你从中掌握Word/Excel/PPT三大软件丰富实用的知识点和应用技能。学习本书后，让你从一个办公操作的新手，华丽变身为大家羡慕的办公高手，走向高薪之路，与 加班 say goodbye！ 本书适用于被处理办公文件搞得头昏眼花的HR苦佬；经常熬夜加班、被领导批评的行政人员；工资顽固性低下的销售、财务等商务办公仔。 相关系列畅销图书图书请 点击 ： 《 Office2013实战技巧精粹辞典 》 《 EXCEL图表.公式.函数.数据分析从新手到高手 》 本书新近升级版本请点击 《 Word/Excel/PPT现代商务办公从新手到高手（畅销升级版） 》,中国青年出版社,¥42.90,41344条评论,width: 90%;

Excel, /2018-03-01,1. 全面：详尽而又系统地介绍了Excel的所有技术。 2. 实战：精选Excel Home的海量案例，零距离接触Excel专家级使用方法。 3. 深入：对一些常常困扰学习者的功能深入揭示背后的原理，让读者知其然，还能知其所以然。 4. 揭秘：讲授Excel多项绝秘应用，披露来自Excel专家多年研究成果！,北京大学出版社,¥88.30,7275条评论,width: 100%;

张文霖, /2016-05-01,推荐购买： PPT设计思维：教你又好又快搞定幻灯片（全彩） 谁说菜鸟不会数据分析（入门篇）（纪念版）（全彩） 谁说菜鸟不会数据分析(SPSS篇)（全彩） 数据化管理：洞悉零售及电子商务运营 Excel这么用就对了 小蚊子团队全新力作 装帧精美的纪念版进行了细致修订并奉上增值内容 新增配套30分钟高清视频讲解难点。 新增配套Excel动态仪表盘模板，修改就能上手用。 新增配套Excel格式的珍藏文件工具，提高工作效率。 满书写尽数据分析实战技巧。 SQL、PowerPivot、Excel数据分析工具库、水晶易表、VBA一个都不少。,电子工业出版社,¥56.60,10880条评论,width: 90%;

陈锡卢, /2017-01-01,《Excel效率手册 早做完，不加班》系列丛书自从出版以来受到99%的读者好评，长期占据热销榜，畅销10万多册！本书由ExcelHome站长、培训讲师、技术论坛超级版主等业界人士极力推荐！相信，一定会带给你意想不到的提高与效率！快快入手，告别繁琐的Excel，高效办公，让你早做完不加班！,清华大学出版社,¥36.10,17381条评论,width: 100%;

教育研究工作室, /2017-09-01,适用于Office2007/2010/2013版本 l 职场案例，拿来即用 商务办公案例 ，涵盖行政文秘、人力资源、财务会计、市场营销等领域，拿来即用。 l 思维导图，一看即会 思维导图 ，帮助读者理清制作思路，从而跳出迷阵，一看即会。 l 图文讲解，一目了然 每一步操作都配有对应的操作截图，并清晰地标注了操作位置，一目了然。 l 专家点拨，少走弯路 配备 专家点拨 及 专家答疑 ，真正解决读者的学习疑问，少走弯路。 l 过关练习，及时巩固 过关练习 的综合案例，让读者实时操作、巩固训练，考核自己的学习成果。 l 读者服务，随时随地 读者服务QQ群，跟作者零距离沟通，随时随地答疑解惑。 赠送海量资源，手机扫码即可学习 ?赠送：与书同步素材文件及结果文件 ?赠送：9.5小时的与书同步的视频教程 ?赠送：1000个实用好用的商务办,水利水电出版社,¥47.20,2058条评论,width: 90%;

帕特森, /2015-07-01,,机械工业出版社,¥95.00,1818条评论,width: 100%;

刘德胜, /2017-05-01,★《Word/Excel/PPT 2016从入门到精通》版本均长期雄踞在各大网店畅销书榜首！ ★2016版本横空出世！Word/Excel/PPT三大办公组件无死角全覆盖，办公秘诀招招实用，更配有精美图片，让你亲眼见证自己从办公 菜鸟 到高手的进化历程。 ★一本宝书囊括Microsoft Office软件三大常用组件常用知识点，完美呈现Office办公核心功能，集应用案例、实用技巧、职场经验于一体！ ★不加班不熬夜，《Word/Excel/PPT 2016从入门到精通》助你轻轻松松高效完成各项办公事务；从中掌握Word/Excel/PPT三大软件丰富实用的知识点和应用技能。 ★《Word/Excel/PPT 2016从入门到精通》以经典案例为主导，呈Word/Excel/PPT办公应用的核心功能；让你从一个办公操作的新手，华丽变身为大家羡慕的办公高手，走向高薪之路。 ★本书全面丰富，重点突出，紧密贴合白领日常办公需求，实用高效；方便,中国商业出版社,¥31.00,3051条评论,width: 90%;

互联网, /2017-08-01,1.所有实例的操作提供视频演示，通过二维码和光盘都可以观看。 2.光盘提供交互式练习，可以实时操作，查看学习成果。 3.配套微信订阅号 Office全能加油站 ，关注即可用手机获取微课，轻松享受贴心答疑服务，还能免流量下载优质资源。,人民邮电出版社,¥47.80,2865条评论,width: 100%;

竹下隆史, /2013-07-01,导语_点评_推荐词,人民邮电出版社,¥47.60,3924条评论,width: 90%;

互联网, /2016-09-01,你还在靠空格来控制文字位置？ 你还在对大量数据和表格一头雾水？ 你还在发愁总结的PPT怎么办？ 翻翻书，很多技巧一看就明白， 你的收获不仅仅是省出来的宝贵时间 全彩印刷 超值光盘，极致性价比 为文员 行政 会计 财务 销售 多岗位提供办公软件学习方案 文档制作 数据分析 PPT制作 丰富功能搞定职称多种需求 视频演示轻松学 所有实例操作均有视频演示，二维码和光盘两种形式呈现 交互练习同步练 配套光盘中提供了交互式练习功能，光盘不仅可以 看 ，还可以同步跟随操作 超值素材大放送 不仅提供实例需要的素材、效果文件，还附赠公司日常管理Word 模板、Excel 办公表格模板、PPT 职场模板 作者精心收集整理的Office 应用精美素材,人民邮电出版社,¥47.80,4285条评论,width: 90%;

Excel, /2016-08-30,函数与公式 数据透视表 VBA其实很简单（套装共3册）:由多位微软全球MVP专家通力打造！完整详尽介绍Excel函数的技术特点和应用方法，全面覆盖Excel函数各相关知识点。大量源自实际工作的典型案例，通过细致地讲解，生动地展示各种应用技巧，急速提高读者的办公效率，让读者提前完成手头工作。对一些常常困扰学习者的功能特性进行深入剖析，让读知其然，还能知其所以然。讲授数据透视表的多项绝秘应用，让一切成为可能！全面向你展示数据透视表的神奇之处 不需要任何公式与函数，在一分钟之内就能创建高级报表。精选来自Excel Home的海量实例，向你展示如何在几秒钟内轻松将数百万行数据制作成专业报表。上一版长期雄踞网店VBA类图书畅销书榜首！以经典案例为主导，呈现Excel VBA以一当十的核心功能！一句顶一万句的 懒人心法 ，教你一键搞定所有报表！,北京大学出版社,¥177.30,3145条评论,width: 90%;

Excel, /2015-02-01,畅销书《别怕ExcelVBA其实很简单》的作者历经2年时间打造的升级Excel函数读本。 征服你日常工作中的函数，体验一个回车带来的高效与快感！ 如果你是表哥或表妹，经常被数据折磨，希望提升数据统计能力； 如果你是在校学生，有兴趣学习Excel函数，为今后的职业生涯先锻造一把利剑， 那么，《别怕，Excel函数其实很简单》是你很好的选择。 《别怕，Excel函数其实很简单》利用生动形象的比拟和浅显易懂的语言，介绍Excel函数中看似复杂的概念和算法，借助实战案例来揭示公式编写思路和函数应用技巧。 《别怕，Excel函数其实很简单》全书配有280张幽默诙谐的漫画插图，你可以像看漫画书一样轻松搞定常用函数。 推荐组合购买： Excel 2013实战技巧精粹（*畅销的Excel技巧书 *,人民邮电出版社,¥47.00,10202条评论,width: 90%;

刘万祥, /2017-06-01,做图和做人一样，要有自己的态度，作者在图表的理解与应用上就写入了自己的态度。用匠人的专业精神演绎了如何制作*专业精神和商务气质的Exel图表宝典，是值得阅读的职场技能充电图书，深受读者欢迎的经典之作，好评率99%。 随书赠送课程券，先购先得。 刘万祥老师在网易云课堂开设了多门在线视频课程，目前课程总销售额已经超过100万。,电子工业出版社,¥66.20,10390条评论,width: 90%;

齐涛, /2016-03-01,Excel人力资源管理实操从入门到精通 *15年人力资源工作实战总结，看资深HR如何手把手教你玩转Excel！三茅人力资源网倾力推荐 *精通人力资源管理的六大模块、熟练掌握Excel的操作技巧，让你的职场能力发挥到极致,中国铁道出版社,¥46.40,15158条评论,width: 90%;

秋叶, /2017-07-01,秋叶是PPT达人，为什么会写一本Word图书呢？ 本书是由秋叶团队中特别有才华的90后小伙伴顾建和傅琳撰写的， 秋叶作为本书的主编，给予教学大纲指导和内容细节把控。 如果你是《和秋叶一起学PPT》图书的读者，你一定知道 图书在秋叶系列课程中是非常重要的一个环节，是秋叶系列在线课程的教材。 本书就是网易云课堂同名课程《和秋叶一起学Word》的纸质图书教材，图书和在线课程的区别在于： ●云课堂在线课程更强调立刻动手，通过操作分解、鼓励模仿、课堂作业等设置能让你找回课堂学习的感觉。 ●图书则是Word的操作大全，就像你书桌上那本内容齐全的宝典，方便全面学习，遇到不懂能随时查阅。 ＃如何快速学习＃ 动手！对，就是动手！ 我们希望你，不管是图书读者还是在线课程的学员，都能够动手模仿、做出效果，然后在微博上以图,人民邮电出版社,¥66.20,3757条评论,width: 90%;

曹将, /2014-06-01,旧版图书为附赠光盘，新版图书为二维码下载。两种商品*发货。如二维码失败请加Q群：397374538下载 PPT达人秋叶、包翔、陈魁、般若黑洞、蓝无忧、小蚊子、蝇子、刘革、孙小小、阿呆、无敌的面包、Teliss、秦阳、乌拉拉80、嘉文钱、小巴鼎力推荐!! 市场上上绝大多数写PPT功能的书都有以下类似特点： 按照软件功能组织章节 呆板！ 满眼的截图 步骤操作 乏味！ 书配盘，本本海量赠送 凑数！ 本书具备的以下特质**让你无力吐槽，相见恨晚！ 按照PPT行业知识组织内容 超强实用性！ 轻松的文字 丰富图解 人性化体贴！ 微信 微博 博客 全方位互动，有问必答！ 拿来即用的超值资源 不求海量，但求精华！ 你*关心的问题： 通过本书能学会什么？ 拆分PPT高手的各类模板，将亮眼之处轻松化为,中国青年出版社,¥42.90,14141条评论,width: 100%;

杨阳, /2017-08-01,,天津科学技术出版社,¥24.00,769条评论,width: 90%;

Excel, /2016-05-10,著名的华语Excel技术社区、资源网站，微软在线社区联盟成员 Excel Home倾力打造。多位身处各行各业，并身怀绝技的微软全球*有价值专家无私分享多年积累的宝贵经验。《Excel2013函数与公式应用大全》拥有所有你需要知道的函数与公式知识，完备知识体系无人能及。直接从目录中挑选需要的示例，就可以快速应用到工作中去，就像查辞典那么简单。无论新手、老手还是高手，都将从本书中获得有益知识，并将其快速转化为生产力，创造价值。,北京大学出版社,¥68.30,6349条评论,width: 90%;

Excel, /2013-05-01,推荐组合购买： 别怕 Excel 函数其实很简单 （别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式效率手册 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法 280张幽默漫画插图像看漫画一样搞定函数与公式） 2012年9月，《别怕，Excel VBA其实很简单》悄然上市，它来传授一句顶一万句的“懒人心法”，教你一键搞定所有报表。“别怕”的浅显易懂、形象生动、幽默直观、循循善诱，点燃了VBA爱好者的学习热情，《别怕，Excel VBA其实很简单》一书立即成为网店、实体书店的热销产品。 看了“别怕”，有的读者觉得不过瘾，有没有更“猛”的？ 有！ 畅销经典《Excel VBA实战技巧精粹（修订版）》耀然上市。 如果说《别怕，Excel VBA其实很简单》是带你入门VBA的话，那么《Excel VBA实战技巧精粹（修订,人民邮电出版社,¥113.30,7078条评论,width: 90%;

Excel, /2016-07-05,《别怕，Excel VBA其实很简单（第2版）》以经典案例为主导，呈现Excel VBA以一当十的核心功能！ 畅销：上一版长期雄踞网店VBA类图书畅销书榜首！ 精炼：以经典案例为主导，呈现Excel VBA以一当十的核心功能！ 高效：一句顶一万句的 懒人心法 ，教你一键搞定所有报表！,北京大学出版社,¥40.70,6302条评论,width: 100%;

陈锡卢, /2017-09-01,《赠品：Word、Excel、PPT高效办公快捷键速查表》下载 http://pan.baidu.com/s/1nv1ewOh 复制本地址到浏览器可下载。 即便搜索了很多有关Excel的知识，刷了朋友圈、微博，也买过不少所谓的大全书，还是没学好Excel，工作效率低。别人数据处理、图表展示、透视分析分分钟搞定，而你正每天熬夜加班做报表？工作3年这么简单的Excel你还不会，工作5年也没人会主动告诉你学好Excel的方法在这里都能找到！,水利水电出版社,¥39.30,2701条评论,width: 90%;

罗惠民, /2015-01-01,"★长踞当当网办公类畅销榜前五名，财务/会计Excel冠军，好评率相当高！ ★有趣、有料，从数据管理心法到Excel实操应用，财务总监助你""菜鸟""变""达人""！ ★中国十大优秀CFO向志鹏作序，五位上市公司财务总监、畅销书作者秋叶倾情推荐。 ★随书附赠超值大礼包免费使用！ 1.书内表格电子文档，边学边练。 2.作者开发的对账软件、表格合并工具、逸凡Excel账务系统，帮你""偷懒""有方。 下载地址（或见图书封底，如遇下载难题可换浏览器或IP重试；或加读友群，在群共享中下载）： http://www.hzbook.com/uploadfiles/Resource/ 罗惠民.rar 或 http://blog.sina.com.cn/aluolhm ★不仅提供一本书的知识，更有Excel社群互动交流、答疑解惑、Excel练习，书本之外的问题，可以在这里得到解决！（如果某群已满，请加其他群） 读友群1：171824249 读友群2：489281473 读友群3：166053131 读友群4：4783",机械工业出版社,¥47.60,16669条评论,width: 90%;

罗欣, /2018-03-01,◆全网超500万人学习的PPT教程。 ◆内容涵盖字体的使用、色彩的搭配、排版的原理、形状和图表的制作、图片的挑选和处理等。 ◆PPT达人秋叶、陈魁等联合力荐。,电子工业出版社,¥56.60,980条评论,width: 90%;

周斌, /2018-08-01,1. WPS官方推荐，《早做完，不加班》系列畅销书作者周斌倾力打造。 王佩丰、陈锡卢、潘淳、谷月、周泽安等联袂推荐。 2.本书将帮助你有效解决以下与日常工作息息相关的问题： 如何激发全脑思维，打开办公软件应用思路； 如何提高办公效率，提升效率工具应用水平； 如何轻松实现 WPS 文字和演示文稿的简化、美化和亮化； 如何高效制作表格、处理数据、挖掘信息并设计直观的图表； 如何学会举一反三、触类旁通，解决实际问题； 如何培养结构化思维、逻辑分析、数据处理、设计排版、知识管理等各方面的综合能力。 3.本书将作者多年积累的办公软件实用案例进行了高效梳理，将作者多年积累的WPS应用思路、方法和技巧分享给读者，尤其注重办公软件的实用、巧用和妙用。并全力为读者营造案例式讲解、故事化穿插和游戏式教学的高效学习环境，促,人民邮电出版社,¥57.40,82条评论,width: 100%;

马世权, /2018-02-01,1.深入讲解 Power BI 与 DAX 语言精髓 2.用 20% 的时间做 80% 的工作，摆脱数据 搬运工 ，成为 数据分析师 3.跟上时代趋势，学习 一门黑科技，让你站在 Excel 的肩膀上 4.颠覆传统 工具， 数据处理量更大、速度 更快 ；数据 分析功能更强大 ；可视化 效果更精美,电子工业出版社,¥56.60,769条评论,width: 100%;

赛贝尔资讯, /2015-10-01,超级详尽：591个函数与公式实用技巧，日常问题，一网打尽。 实例讲述：技巧+实例，范例典型，易掌握，上手快！ 全程图解：图解方式，方法简单，轻松好看。 即学即用：行业案例，行业数据，拿来就用。 Excel公式与函数技巧精粹、Excel技巧应用大全类图书，涵盖Excel函数、Excel财务、Excel等内容，既是一本随手查的手册，也可作为函数与公式类 Excel教程。,清华大学出版社,¥51.40,2708条评论,width: 90%;

Excel, /2011-12-01,预售商品： Excel 2013应用大全 推荐组合购买 Excel Home新书上市促销中 Excel 2013实战技巧精粹（*畅销的Excel技巧书 *权威的Excel经验集 来自ExcelHome专家团队多年实战经验分享 数百万技术交流帖之精华） 别怕 Excel 函数其实很简单（别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式效率手册 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法 280张幽默漫画插图像看漫画一样搞定函数与公式） 《Excel 2010应用大全》由多位微软全球*有价值专家通力打造，是一部大型、全面、深入、系统的实战手册！ 《Excel 2010应用大全》是一部学习Excel的心法秘笈，它的威力在于： 1. 《Excel 2010应用大全》详尽而又系统的介绍了Excel所有的技术特点和应用方法，全面覆盖Excel各相关知识点； 2.,人民邮电出版社,¥95.00,25630条评论,width: 90%;

陈锡卢, /2018-05-01,即便搜索了很多有关Excel的知识，刷了朋友圈、微博，也买过不少所谓的大全书，还是没学好Excel，工作效率低。别人数据处理、图表展示、透视分析分分钟搞定，而你正每天熬夜加班做报表？工作3年这么简单的Excel你还不会，工作5年也没人会主动告诉你学好Excel的方法在这里都能找到！,水利水电出版社,¥94.50,593条评论,width: 100%;

Excel, /2012-10-01,推荐购买套装： 别怕，ExcelVBA其实很简单 ExcelVBA实战技巧精粹(修订版)（套装全2册）（超值赠送30集视频光盘）(ExcelHome创始人Kevin联手众多实战专家，传授 懒人心法 ，引爆办公效率正能量) 推荐组合购买： 别怕 Excel 函数其实很简单 （别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式效率手册 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法 280张幽默漫画插图像看漫画一样搞定函数与公式） 别怕，Excel 函数其实很简单 II（《 别怕，Excel 函数其实很简单 》的进阶版，写初学者所真正需要的实用干货 ） Excel Home又一力作，传授一句顶一万句的 懒人心法 ，教你一键搞定所有报表。 《别怕，ExcelVBA其实很简单》内容浅显易懂，即便初学者没有编程基础也能看得懂。看ExcelHome网站创始人、站长，中,人民邮电出版社,¥47.00,12733条评论,width: 90%;

朱志骋, /2017-11-01,,电子工业出版社,¥60.50,1937条评论,width: 90%;

Michael, /2017-06-01,本书针对Excel*版本做了全面更新，内容新颖，助你开发大型和小型Excel应用。 本书直抒主题，以读者为中心，摒弃华而不实的、冗长的解释，呈现紧贴实用的示例、注意事项和诀窍，提供大量代码和示例模板，助你从普通数据分析人员蜕变为Excel编程专家。,清华大学出版社,¥85.80,889条评论,width: 90%;

秋叶, /2014-05-01,推荐组合购买 和秋叶一起学Word（继和秋叶一起学PPT后 如何高效读懂一本书作者@秋叶老师又一力作 毕业论文 总结报告 方案规划策划书不会做怎么办 office办公软件学习教程 又快又好提高工作文档排版） 和秋叶一起学PPT：又快又好打造说服力幻灯片(第2版)(别告诉我你懂ppt，买了不后悔的ppt制作教程！读者5颗星强烈推荐，自动化办公软件PowerPoint学习，秋叶（张志）出品，必属精品。) 如果你是小白，仅仅会用一点Word 你应该去网易云课堂，参加 和秋叶一起学PPT 在线课程； 如果你PPT水平一般，缺乏足够的制作技巧 你应该买一本《和秋叶一起学PPT》图书； 如果你PowerPoint熟练使用，想利用碎片时间不断提升 请关注微信【PPT100】; 如果你不想错过任何职场好资源 请关注微博@秋叶 ； 如果你真正想成为职场达人，用逻辑和,人民邮电出版社,¥141.10,4078条评论,width: 90%;

龙马高新教育, /2016-06-30,《 新手学电脑从入门到精通（Windows 10 Office 2016版）》：汇聚10年教学经验，指引从入门到精通全过程！ 大量源自实际工作的典型案例，通过细致地讲解，与读者需求紧密吻合，模拟真实的工作环境，急速提高读者的学习效率，让读者快速学会电脑。 来自行家多年研究结果的高手支招，揭秘电脑学习的难点。 首部PC电脑 网络应用 手机应用三合一跨平台学习套餐，包括云盘、微信、QQ、Office、WPS等APP的使用，以及搜索资源、超大邮件的处理、人脉管理、时间管理等技巧，让电脑应用无处不在。,北京大学出版社,¥47.60,2198条评论,width: 90%;

李栋, /2017-07-01,★知乎PPT话题大V倾力打造的PPT高手秘笈。 ★立足PPT基本功能，突破PPT的限制，全面介绍做好一份PPT所需的各项能力。 ★陈魁、曹将、秦阳、诺壹乔、蔡振源、邵云蛟等各路PPT大咖一致推荐的PPT图书。,电子工业出版社,¥66.20,1810条评论,width: 90%;

Excel, /2018-03-01,"""多位微软全球MVP专家通力打造！ 以经典案例为主导，呈现Excel以一当十的核心功能！ 教你一句顶一万句的 懒人心法 ， 教你用函数、VBA快速搞定所有报表！ 教你用透视表轻松拖拽就能创建高级报表！ 大量源自实际工作的典型案例，通过细致地讲解，生动地展示各种应用技巧，急速提高读者的办公效率，让读者提前完成手头工作。 """,人民邮电出版社,¥169.90,292条评论,width: 90%;

德胜书坊, /2017-04-01,厌倦了粗暴单调的PPT设计风格？受够了蹩脚生疏的PPT制作技术？是时候做出改变了！让它来帮助你，一本宝典包含PPT演示文稿制作全流程，手把手教你搞定设计、制作和演示难题，让你快乐学习、轻松办公！ 《PPT设计 制作 演示从新手到高手（2016全彩畅销升级版）》 畅销办公系列书籍新成员！QQ群：74200601。完美适用PowerPoint 2016、2013、2010版本，重点知识一网打尽，紧跟办公潮流！一本搞定你的PPT难题，让你轻松体验从PPT新手成长为高手的学习过程！,中国青年出版社,¥51.50,369条评论,width: 100%;

赛贝尔资讯, /2018-01-01,本书综合Office三大神器讲解，Word、Excel、PPT讲解到位，容易上手，并且覆盖面广，不管你是何工种，本书都能解忧。 1. 配套自学视频教程。 2. 手机二维码：每个案例都有二维码，即扫即看，方便学习。 3. 精美模板：共1124套，拿来即用，高效便捷。 4. 职场实战案例：共32个，25小时的高清视频教学。不但包括本书案例的同步视频，更有Office基础讲解视频。 5. 超值速查手册：共700多页，包含628个实用技巧。 6. 全彩印刷：贴近真是办公，视觉上*容易接受。,清华大学出版社,¥51.40,476条评论,width: 90%;

答得喵微软MOS认证授权考试中心, /2017-10-01,专业的人做专业的事，MOS战略合作伙伴、微软Office在线培训专业机构 答得喵 为读者奉上MOS考试高分必看手册，400多个实操案例覆盖五大Office常用组件：Word、Excel、PowerPoint、Access、Outlook，高度贴合MOS认证七门考试真题，帮助读者熟悉了解MOS考试的方方面面，真正高效实用，助你全面掌握Office软件。关注答得喵官方微信/微博/QQ账号，免费获得MOS 2016*考试动态，及时掌握*资讯，做到真正 活学活用 ！随书附赠独家密料：MOS 认证考试模拟系统，带你感受实际考试场景。,中国青年出版社,¥110.90,1045条评论,width: 90%;

Excel, /2013-12-24,推荐组合购买： 别怕 Excel 函数其实很简单 （别怕，Excel VBA其实很简单姐妹篇 传授Excel函数与公式效率手册 ExcelHome站长 老罗共同操刀 打造现代商务办公从新手到高手终极方法 280张幽默漫画插图像看漫画一样搞定函数与公式） 无需专业的统计分析软件， Excel就是*易用、功能强大的数据分析工具！ 无需耗费精力在网上搜索学习， 正是Excel Home社区上百万提问之精华！ 跟着Excel专家学数据分析， 提升Excel技术， 同时掌握一线应用案例、积累经验、扩宽思路， 事半功倍！,人民邮电出版社,¥66.20,5421条评论,width: 90%;

李治, /2015-11-01,畅销350万册《别告诉我你懂PPT》2015全新升级版，新增3万字、20张PPT、10个新案例，从零开始，教会你构思、设计、制作并演示PPT，为你争取更多资金与机会，改变职场命运！ 必读此书的4个理由： ◎做听众 肚子里的蛔虫 ，争取更多机会、更多资金 ◎站在对方的角度思考，让投资者、老板眼前一亮 ◎生动有趣地在演示中揪住观众的心，增强你的个人魅力 ◎简洁而系统地表达你的思想、绽放你的价值，改变职场命运,湖南文艺出版社,¥40.30,7466条评论,width: 90%;

Excel, /2015-08-01,1. 权威： 《Excel 2013应用大全》由多位微软全球MVP专家、行业应用高手通力打造！ 2. 全面： 介绍了Excel 2013所有的技术特点和应用方法，全面覆盖Excel各相关知识点！ 3. 实战： 大量源自实际工作的典型案例，生动地展示各种应用技巧！,人民邮电出版社,¥95.00,6534条评论,width: 90%;

