author,date,introduce,location,price,review,star

西尔伯沙茨, /2012-05-01,数据库领域的殿堂级作品 夯实数据库理论基础，增强数据库技术内功的必备之选 对深入理解数据库，深入研究数据库，深入操作数据库都具有极强的指导作用！,机械工业出版社,¥80.00,6236条评论,width: 90%;

Mahmoud, /2016-10-01,如果你准备深入研究MapReduce框架来处理大数据集，本书非常实用，通过提供丰富的算法和工具，它会循序渐进地带你探索MapReduce世界，用Apache Hadoop或Apache Spark构建分布式MapReduce应用时通常都需要用到这些算法和工具。每一章分别提供一个实例来解决一个大规模计算问题，如构建推荐系统。你会了解如何用代码实现适当的MapReduce解决方案，而且可以在你的项目中具体应用这些解决方案。这,中国电力出版社,¥92.50,2299条评论,width: 90%;

朱洁, /2016-10-01,这是一个数据信息时代，每分每秒都在产生数不尽的数据。这些数据如何获取，有什么用途，如何与前沿的深度学习、机器学习等相结合，如何为我们所用，尽在本书中。 更多计算机好书请关注： 电子工业出版社当当自营店,电子工业出版社,¥66.20,4740条评论,width: 90%;

希尔皮斯科, /2015-12-01,,人民邮电出版社,¥95.00,3750条评论,width: 90%;

张良均, /2015-12-01,10余位数据挖掘领域专家和科研人员，10余年大数据挖掘咨询与实施经验结晶。 从数据挖掘的应用出发，以电力、航空、医疗、互联网、生产制造以及公共服务等行业真实案例为主线，深入浅出介绍Python数据挖掘建模过程，实践性极强,机械工业出版社,¥47.60,4429条评论,width: 90%;

顾炯炯, /2016-09-01,华为云计算首席架构师 顾炯炯全新作品 畅销书升级至第2版 全彩印刷 分享了华为云计算核心竞争力构建与价值转化经验 增加了云计算前言创新领域热点技术 Docker容器与微服务敏捷迭代 大数据与数据库云化 行业建模与机器学习算法 混合云与管理自动化编排、 云生态建设等,清华大学出版社,¥58.50,3425条评论,width: 90%;

余本国, /2018-07-01,配套视频教程 手把手教你学Python 提炼避坑心法 简明、高效懂Python 实战案例分析 轻松、快速玩Python 讲解 实践 案例 视频 源代码 源数据 针对Python新手量身定做，入门必备的真爱之选 作者简介：余本国，博士，硕士研究生导师。于中北大学理学系任教，主讲线性代数、微积分、Python语言、大数据分析基础等课程。2012年到加拿大York University做访问学者。出版有《Python数据分析基础》等著作。,水利水电出版社,¥55.10,0条评论,width: 0%;

林子雨, /2017-02-20,1.作者建设了国内高校首个大数据课程教师培训交流基地，打造了中国高校大数据教学知名品牌，已经在国内高校形成了广泛的影响力。 2.作者建设了国内高校首个大数据课程公共服务平台，为教师教学和学生学习大数据课程提供讲义PPT、学习指南、备课指南、上机习题、实验指南、技术资料、授课视频等，资源丰富。,人民邮电出版社,¥34.30,2391条评论,width: 80%;

卡劳, /2015-09-01,Spark开发者出品！ 《Spark快速大数据分析》是一本为Spark初学者准备的书，它没有过多深入实现细节，而是更多关注上层用户的具体用法。不过，本书绝不仅仅限于Spark的用法，它对Spark的核心概念和基本原理也有较为全面的介绍，让读者能够知其然且知其所以然。 本书介绍了开源集群计算系统Apache Spark，它可以加速数据分析的实现和运行。利用Spark，你可以用Python、Java以及Scala的简易API来快速操控大规模数据集。 本书由Spark开发者编写，可以让数据科学家和工程师即刻上手。你能学到如何使用简短的代码实现复杂的并行作业，还能了解从简单的批处理作业到流处理以及机器学习等应用。,人民邮电出版社,¥40.70,4042条评论,width: 90%;

斯蒂芬森, /2011-11-01,读者将学会如何使用SQL来创建高效的数据库、高效地提取数据，以及如何管理从数据库性能到数据库安全的各项工作。本书采用直观、循序渐进的方法，引导读者通过各种练习掌握实际操作技巧。读者将学习从基础知识到高级技术在内的所有SQL相关内容 包括视图、事务、Web数据发布，以及Oracle和MicrosoftSQLServer对SQL的扩展。本书每章内容都建立在已学的知识之上，即使读者没有任何SQL知识，也可以通过本书，走向成功的坚实道路。 循序渐进的示例引导读者完成*常见的SQL任务。问与答、测验和练习帮助读者检验知识的掌握情况。 注意 、 提示 和 警告 指出捷径和解决方案。 全球销量逾百万册的系列图书； 连续十余年打造的经典品牌； 直观、循序渐进的学习教程； 掌握关键知识的**起点； 秉承Read Less．Do More（精读多练）的教学理念；,人民邮电出版社,¥43.20,6357条评论,width: 90%;

陈封能, /2011-01-01,推荐购买套装： 大数据：互联网大规模数据挖掘与分布式处理 数据挖掘导论(完整版)(套装共2册)(超值附赠《码农》光盘1张) 本书全面介绍了数据挖掘，涵盖了五个主题：数据、分类、关联分析、聚类和异常检测。除异常检测外，每个主题都有两章。前一章涵盖基本概念、代表性算法和评估技术，而后一章讨论高级概念和算法。这样读者在透彻地理解数据挖掘的基础的同时，还能够了解更多重要的高级主题。 《数据挖掘导论(完整版)》是明尼苏达大学和密歇根州立大学数据挖掘课程的教材，由于独具特色，正式出版之前就已经被斯坦福大学、得克萨斯大学奥斯汀分校等众多名校采用。《数据挖掘导论(完整版)》特色与许多其他同类图书不同，《数据挖掘导论(完整版)》将重点放在如何用数据挖掘知识解决各种实际问题。 只要求具备很,人民邮电出版社,¥47.60,7186条评论,width: 90%;

秦靖, /2011-01-01,本书特色 基本概念→语法讲解→示例讲解→实践练习→项目实战 322个实例、4个项目案例、71个技巧、116个练习题 超值DVD-ROM 11小时多媒体语音教学视频 超值赠送SQL Server学习视频 本书习题答案、本书教学PPT 程序员书库：《ASP.NET4.0从入门到精通(附光盘)》点击进入 程序员书库：《C#4.0从入门到精通(附光盘)》点击进入 程序员书库：《C语言从入门到精通(附光盘)》点击进入 程序员书库：《C++语言从入门到精通(附光盘)》点击进入 程序员书库：《VisualC++从入门到精通(附光盘)》点击进入 程序员书库：《JavaWeb从入门到精通(附光盘)》点击进入 程序员书库：《JAVA从入门到精通(附光盘)》点击进入 程序员书库：《ActionScript3.0从入门到精通(附光盘)》点击进入 程序员书库：《JavaScript从入门到精通(附光盘)》点击进入,机械工业出版社,¥56.60,4449条评论,width: 90%;

Gordon, /2017-03-01,本书的14章可以分为4部分。前3章介绍SQL、Excel和统计学的核心概念。中间7章讨论特别适合使用SQL和Excel的数据探索和数据分析技术。在后续的3章中，从统计学和数据挖掘的角度，介绍了关于建模的更正式的思想。*后，新增的第14章讨论编写SQL查询时的性能问题。每一章都通过不同的视角，介绍使用SQL和Excel做数据分析的方方面面，包括：● 使用数据分析的基础示例● 分析师需要回答的问题● 详解数据分析技术的工作原理● 实现技术的SQL语法● 以表格或图表展示结果，以及如何在Excel中创建它们,清华大学出版社,¥84.30,794条评论,width: 90%;

刘强, /2018-05-01,《大数据时代的统计学思维：让你从众多数据中找到真相》是一本大数据时代下统计学思维和大数据分析的科普书籍，是一本了解大数据时代统计学思维和数据分析基本原理和方法的入门图书，是大数据时代每个人都需要了解的统计学基础理论、数据分析基本原理的入门图书。 《大数据时代的统计学思维：让你从众多数据中找到真相》结合30多个现实生活中的实例，介绍大数据时代下10多种常用的分析方法和基本原理，让你学会在众多数据中找到真相，而不被大量数据所欺骗，理论联系实践，通俗易懂，实用性较强。 比如，学完本书，你可以对以下问题有个清晰的认识： 某新款手机上市时，一机难求，但网上预约数量真的可信吗？ 某楼盘开盘时，销售火爆，事实果真如此吗？ 超市经常借着各种日期搞活动，价格真的优惠吗？ 某培训机构宣扬的师资力量,水利水电出版社,¥55.10,406条评论,width: 90%;

孙亚男, /2018-02-01,本书详细讲解了SQL Server 2016数据库的基本概念、安装和卸载、创建数据库、操作数据表和视图、T-SQL语言、数据查询、数据操作、存储过程、触发器、索引、游标、SQL函数、事务、性能优化等内容，还讲解了大数据功能和数据库性能提升问题。读者通过本书的学习可以较为全面地掌握SQL Server 2016数据库管理、开发的方法和技巧。,清华大学出版社,¥59.30,163条评论,width: 100%;

博利厄, /2015-02-01,,,¥47.00,1371条评论,width: 100%;

霍多罗夫, /2014-01-01,上一版广受好评，新版本在此基础上大幅扩充，内容更加全面、深入 MongoDB项目组成员倾力打造 MongoDB基础知识、进阶内容、高级管理任务一应俱全,人民邮电出版社,¥54.50,3010条评论,width: 90%;

王英英, /2018-04-01,MySQL是世界上*受欢迎的数据库管理系统之一，高效、稳定、灵活、可扩展性强并且简单易学，获得众多开发人员的青睐。与其他数据库相比，MySQL易学易用，通过本书的学习，读者可以轻松掌握*前沿的MySQL技术，为以后高级特性的学习和应用程序的开发夯实数据库基础理论。《MySQL 5.7从零开始学：视频教学版》以零基础讲解为宗旨，以MySQL 5.7为蓝本，用实例引导读者，深入浅出地讲解MySQL的各项技术及实战技能。《MySQL 5.7从零开始学：视频教学版》不是枯燥的纯理论介绍，而是通过不同难度的案例结合，比较全面地介绍MySQL数据库。《MySQL 5.7从零开始学：视频教学版》适合任何想学习MySQL的人员，无论你是否从事计算机相关行业，无论你是否接触过MySQL，均可通过本书的学习快速掌握MySQL的管理和开发方法与技巧。,清华大学出版社,¥67.90,118条评论,width: 100%;

卡普廖洛, /2013-12-01,市场中**本Hive图书。 Hive在Hadoop系统中的应用趋势比较可观。,人民邮电出版社,¥66.20,2155条评论,width: 100%;

MICK, /2017-05-01,zi深数据库工程师写给初学者的实用指南！ 107张图表 209段代码 88个法则，菜鸟进阶bi备！ 基于标准SQL编写，明示各RDBMS（PostgreSQL/DB2/MySQL/Oracle/SQL Server）的差异！ 1.畅销书全新升级，内容更新更全面！ 第1版豆瓣评分8.8分，重印13次，好评如潮。第2版基于新版本RDBMS全面升级，并新增一章介绍从应用程序执行SQL语句的方法。 2.由浅入深，结构清晰，真正适合初学者！ 从数据库、表的结构到查询、更新表的语法，常用的函数，表的联结等，内容逐步深入。对于初学者常见的疑难点，均通过专栏进行讲解。各章节后精心设计了练习题，帮助读者巩固理解。 3.双色印刷，排版独特，让你读起来不累！ 双色印刷赏心悦目， 学习重点 KEYWORD 备忘 法则 专栏 等各种小模块帮你梳理知识点，让学习过程事半功倍。,人民邮电出版社,¥54.50,481条评论,width: 100%;

刘增杰, /2016-09-01,,清华大学出版社,¥84.30,1097条评论,width: 90%;

克罗尔, /2015-01-01,无论是梦想颠覆某个行业的创业者，还是试图从企业内部激发变革的创新者，你面临的**挑战就是创造人们真正需要的产品。本书将引导你走上正确的道路。 精益丛书由精益思想创始人埃里克·莱斯为您呈现。该丛书旨在透过实际案例，为创业团队开发人员、经理和其他成员介绍精益创业方法的精髓。在领悟这个方法的过程中，你会掌握各种工具，让你步步为营，迅速做出明智的决策。,人民邮电出版社,¥54.50,2549条评论,width: 90%;

何明, /2017-11-01,本书是Oracle DBA入门类畅销书的全新改造，适用于Oracle OCP认证，Oracle 11g、Oracle 12c、Oracle 10g、Oracle 9i等。 1.累计重印18次、销量32000册之全新再造。 2.教程 同步视频 实例分析 海量资源 在线服务。 3.扫描书中二维码，可在手机、电脑同步看教学视频。 4.102集高清微视频覆盖全书，集视、听演示于一体，边看边学更快捷。 5.230项OCP认证试题详尽分析。 6.小说式编写风格，幽默风趣。 7.实战派资深讲师，为几十家大型企业做过培训。 8.编写方式采用 基础知识 中小实例 模式编写，由浅入深，扫除学习障碍，快速学习。 9.在线服务：QQ群、微信公众号在线服务，即时在线交流本书的所有疑难问题。,水利水电出版社,¥70.90,591条评论,width: 90%;

屈泽中, /2015-07-01,《大数据时代小数据分析》可帮助你学会通过数据分析解决以下问题： 为什么出口产品被退运？ 如何运用已有的销售数据来确定未来进货，进设备，扩充门面？ 鸡兔同笼问题原来还可以这样解决？ 假设某家工厂生产某系列3种型号的产品。这3种产品的使用原材料相同，但材料消耗量和产品市场销售价格有所不同，那么如何安排生产能使利润更大化？ 某产品如何选择5种原有原料进行配比可以使得产品满足质量要求的情况下成本更小？ 如何测算投资更大收益化？ 如何做一个精明的老板，如何决定各种产品生产的数量以获取更大的利润？ 如何根据今年的销售确定明年进货才能使利润更大化？ 公司如何搬家又省力又省钱，还能照顾所有人情绪？ 吃海参能让人变聪明吗？ 用户调查当中如何知道支出与收入有什么,电子工业出版社,¥66.20,2483条评论,width: 90%;

牟大恩, /2017-11-01,Kafka*初是由LinkedIn公司开发的消息系统，现在已成为Apache的开源项目。早期版本的Kafka主要是作为一个分布式、可分区和具有副本的消息系统，随着版本的不断迭代，在0.10.x版本之后Kafka已成为一个分布式流数据处理平台，特别是Kafka Streams的出现，使得Kafka对流数据处理变得更加简单。 Kafka发展至今已具备很多特性，如分布式、高吞吐量、低延迟、高水平扩展性、高容错性等，也正是由于Kafka具备这些特性，使Kafka在大数据处理、日志收集、实时监控、离线统计分析等应用场景都被广泛使用。 本书内容按照从抽象到具体、从点到线再到面的学习思维模式进行编排，由浅入深、理论与实践相结合地对Kafka进行了讲解和分析。剖析Kafka实现原理时，Kafka核心组件各成一节；讲解Kafka基本操作及应用实践时，从简单操作拓展到高级应用。全书的各章之间没有很强的依赖关系，读,人民邮电出版社,¥66.20,649条评论,width: 100%;

陈守孔, /2015-05-01,,机械工业出版社,¥52.80,1444条评论,width: 100%;

王飞飞, /2014-04-01,秉承理论学习与实际开发相结合的原则，力求实现所有技术点和经典实例的完美搭配，旨在帮助MySQL数据库初学者轻松入门，并迅速达到熟练水平。随书附赠光盘包含与书中的章节一一对应的PPT文档和多媒体讲解视频，视频总时间超过14小时。 此专业相关图书推荐：,中国铁道出版社,¥57.40,5456条评论,width: 90%;

国家工业信息安全发展研究中心, /2017-05-01,本书是50个优秀案例的汇编，充分展示了部分先行先试的国内企业在大数据技术、产品、服务以及应用方面的经验和模式，以及取得的初步成效。编者希望通过这种展示方式，为相关地区、行业、企业发展和应用大数据提供有益的借鉴与思考，同时促进政产学研用深度合作，指导和帮助地方、企业和用户加强沟通交流。,电子工业出版社,¥161.30,319条评论,width: 90%;

Yves, /2017-08-01,阅读本书读者可掌握： 基于巿场的定价 风险中性定价 离散巿场模型 Black-Scholes-Merton 模型 傅里叶期权定价 美式期权定价 *波动率与跳跃扩散模型 模型校准 数值模拟与定价,电子工业出版社,¥95.00,902条评论,width: 100%;

安东尼·莫利纳罗, /2018-07-01,了解SQL查询语言的基本原理，但仍感觉无法自由运用SQL？想在数据上线前用SQL跑一遍数据库？想进一步提高SQL技能？ 以上需求《SQL经典实例》都可以满足。本书致力于让广大数据库相关人员了解SQL的强大数据处理能力。书中汇集了150多个SQL示例，给出了常见问题的解决方案，帮助读者扩宽思路并用学到的技术来解决新问题，既适合SQL初学者更深入理解SQL，也适合SQL用户进阶及日常查询参考。 -where子句等常见查询语句 -查询结果排序 -连接查询 -如何获取数据库元信息 -常见数字运算实例 -字符串处理 -日期处理 -数据仓储和复杂报表生成领域的查询 -与层次化有关的一些实例,人民邮电出版社,¥105.00,8条评论,width: 100%;

张树杰, /2018-06-01,囊括源码解析、架构分析、关键细节、一线案例 深入浅出全面解读了PostgreSQL查询优化器 作者是数据库内核研发领域的一个老兵 拥有十多年一线数据库开发经验 对数据库内核各个方面都有研究 书中凝结了其对数据库的深刻理解 彭煜玮、周正中（德哥Digoal）倾情作序 蚂蚁金服、JD、*等业内专家力荐 不懂优化器不能算懂数据库 PostgreSQL优化器是一种教科书式的实现 值得数据库技术人员深入研究,电子工业出版社,¥75.80,9条评论,width: 100%;

王良明, /2017-05-01,第2版参考了美国国家标准与技术局对云计算的权威定义，结合作者近期的教学和云计算项目实战经验，对open stack溶入了更多的笔墨。 书中涉及的软件和技术全部更新到今天。新增了更多的图片，使得内容更加通俗易懂。 结合了读者的反馈意见对章节也做了更好的调整。,电子工业出版社,¥56.60,548条评论,width: 90%;

林大贵, /2017-01-01,《Hadoop Spark大数据巨量分析与机器学习整合开发实战》的博客已开通，作者会在博客里为大家提供服务与交流。博客网址：http://blog.sina.com.cn/hadoopsparkbook 《Hadoop Spark大数据巨量分析与机器学习整合开发实战》书中的范例程序免费送给读者：网址：http://pan.baidu.com/s/1qYMtjNQ 我们建立了本书的Facebook粉丝团，欢迎读者们加入。粉丝团会不定期贴文，分享*的Hadoop或Spark信息，你也可以提问并参与交流。粉丝团网址：http://www.weibo.com/hadoopsparkbook 在《Hadoop Spark大数据巨量分析与机器学习整合开发实战》中，不是对这些原理进行纯理论的阐述，而是提供了丰富的上机实践操作和范例程序，这样极大地降低了读者学习大数据技术的门槛，对于需要直接上机实践的学习者而言，本书更像是一本大数据学习的实践上机手册。书中首先展示了如何在单台 Windows 系统上通过 Virtual Box,清华大学出版社,¥67.90,898条评论,width: 90%;

林书明, /2016-01-01,1.Access作为一款流行的小型数据库软件，相对于其他数据库软件产品，易学易用、可视操作、灵活便捷，在一定程度上程度上避免了用户的编程需求。 2.本书将以一个小饭馆的管理软件为例，从头到尾介绍整个软件的设计过程，在设计过程中，只对案例中用到的设置选项进行详细的介绍，这样可以避免分散我们的思路，减少学习负担。,电子工业出版社,¥47.00,1718条评论,width: 90%;

卢克·韦林, /2018-01-25,,机械工业出版社,¥89.00,382条评论,width: 90%;

EMC教育服务团队, /2016-07-01,数据科学和大数据分析是指利用数据的力量来发现新的见解。本书涵盖了数据科学涉及的行为广度以及所使用的方法和工具。本书内容侧重于任何行业和技术环境中都会用到的概念、原理和实际应用，并通过开源软件来分析案例，以帮助读者更好地理解。本书将帮助您：成为数据科学团队中的一名贡献者；部署结构化的生命周期方法来分析数据问题；应用合适的分析技术和工具来分析大数据；学习如何用数据来讲一个动人的故事，以推动商业行为；备考EMC Proven Professional数据科学家认证。EEMC专家认证是IT行业领先的教育和认证项目，涵盖了信息存储技术、虚拟化技术、云计算、数据科学与大数据分析等领域。通过认证是一种很好的自我投资方式，同时也是对自己专业知识的正式验证。本书可以作为准备数据科学专员（EMCDSA）认证的资料。在驱动企业和服务提供商转,人民邮电出版社,¥66.20,2258条评论,width: 90%;

Michael, /2016-10-21,本书分为以下8个部分： ● 第I部分：Access构建块：第I部分针对数据库的基本元素提供了详细说明，为之后的学习打下坚实基础。 ● 第II部分：了解Access表：在第II部分，你将了解到构建Access表、管理表之间的关系以及链接到不同的数据源。 ● 第III部分：使用Access查询：第III部分将介绍Access中提供的一部分基本分析工具。 ● 第IV部分：在Access中分析数据：第IV部分将介绍许多高级技术，它们可以真正将数据分析带到一个全新水平。 ● 第V部分：使用Access窗体和报表：第V部分重点介绍如何使用Access构建窗体和报表。 ● 第VI部分：Access编程基础知识：在第VI部分，你将进入下一阶段，即了解编程的基本原理。 ● 第VII部分：高级Access编程技术：第VII部分将关注点转移到自动化和集成上，介绍如何利用其他程序和平台来增强报告机制。 ● 第VIII部分：Access与Win,清华大学出版社,¥110.10,714条评论,width: 90%;

金博尔, /2015-01-01,本书**版本已出版，点击书名查看： 《 Microsoft数据仓库工具箱(第2版) 使用SQL Server 2008 R2和Microsoft BI工具集 》,清华大学出版社,¥60.00,842条评论,width: 90%;

保罗·迪布瓦, /2015-07-01,MySQL是一个开源关系数据库管理系统，它越来越受欢迎而且应用范围也越来越广泛。众所周知，MySQL的主要优势在于速度和易用性，而且事实证明，它也特别适合用于开发各种后台依托于数据库的网站和应用程序。从普通硬件环境到企业服务器，MySQL都可以顺畅地运行，其性能不亚于任何一个与之抗衡的数据库系统，并且它能够处理拥有数十亿行的大型数据库。随着越来越多的公司和大型组织发现MySQL完全能够满足自己的数据库处理需求，且付出的商业许可和支持成本仅仅是以往的一小部分，MySQL的用户量还将持续增长。 在本书中，作者提供了关于如何高效使用和管理MySQL的全面指南。全书的内容包括信息入库和查询组织等基础操作、将MySQL和PHP（或Perl）结合在一起生成动态网页、自己编写用于访问MySQL数据库的程序，以及管理MySQL服务器。书中还包括一节综,人民邮电出版社,¥133.40,850条评论,width: 90%;

有教无类, /2018-06-01,字典式写作手法：不讲具体语法，没有简单知识堆砌，直接以案例形式讲技巧与案例 大量优化实战方法：将主要SQL优化点一一剖析，分享大量SQL优化的实际工作经验 50余改写调优案例：覆盖大多数DBA日常工作场景，具有相当大的实用价值 技巧 案例：可以作为DBA的参考手册，也可以作为开发人员编写SQL的速查字典 《Oracle查询优化改写技巧与案例2.0》在《Oracle查询优化改写技巧与案例》的基础上进行了如下更新。 所有代码都重新执行了一遍，以减少谬误。 为了提高清晰度，尽量删除了图片，改用文本方式展示案例结果。 为了提高阅读效率，删除了平时较少用到的内容。 为了提高可读性，大部分案例都改用了SAMPLE中的数据，这样读者可以更容易地验证代码及思路。,电子工业出版社,¥75.80,8条评论,width: 80%;

张浩彬, /2018-07-01,18位业内专家联合力荐 全书配有660分钟免费视频课程，学习更轻松 菜鸟也会数据分析、数据挖掘 轻松掌握图形化数据挖掘工具SPSS Modeler 快速实现各种算法及模型 减少大量编写代码的工作 更专注数据本身及模型结论,电子工业出版社,¥75.80,24条评论,width: 100%;

程显毅, /2018-04-25,只要学会数据思维，数据分析任你摆布 只要有想法肯动脑，有无基础皆可学会 只要懂得指标设计，项目落地信手捏来,机械工业出版社,¥59.30,63条评论,width: 80%;

杨开振, /2016-08-01,,电子工业出版社,¥66.20,1733条评论,width: 90%;

卢辉, /2013-06-01,特别推荐： 《数据分析：企业的贤内助》 资深数据分析专家卢辉撰写，多年数据挖掘应用实践的经验结晶 实战性强，从数据分析师的角度对商业实战进行了总结和归纳，以大量事实和案例展现了“以业务为核心，以思路为重点，以挖掘技术为辅佐”的数据挖掘商业实践,机械工业出版社,¥56.60,5320条评论,width: 90%;

闫莺, /2018-04-08,（1）以太坊创始人、首席科学家Vitalik Buterin倾力推荐，工业界与学术界区块链专家联合撰写，系统性和实用性毋庸置疑 （2）深入剖析以太坊架构、核心部件、智能合约编写与开发案例等关键技术，并涵盖以太坊数据分析、性能优化、隐私与数据安全等前沿实践与进展,机械工业出版社,¥56.60,444条评论,width: 100%;

罗刚, /2018-01-01,,电子工业出版社,¥47.00,64条评论,width: 100%;

邓杰, /2018-06-05,,机械工业出版社,¥95.00,25条评论,width: 100%;

何明, /2017-11-01,本书是Oracle PL/SQL入门类畅销书的全新改造，适用于Oracle OCP认证，Oracle 11g、Oracle 12c、Oracle 10g、Oracle 9i等。 1.教程 同步视频 实例分析 海量资源 在线服务。 2.扫描书中二维码，可在手机、电脑同步看教学视频。 3.112集高清微视频覆盖全书，集视、听演示于一体，边看边学更快捷。 4.263项OCP认证试题详尽分析，阅读源代码快速进阶。 5.小说式编写风格，幽默风趣。 6.实战派资深讲师，为几十家大型企业做过培训。 7.编写方式采用 基础知识 中小实例 模式编写，由浅入深，扫除学习障碍，快速学习。 8.在线服务：QQ群、微信公众号在线服务，即时在线交流本书的所有疑难问题。,水利水电出版社,¥70.90,409条评论,width: 90%;

裘宗燕, /2016-01-11,,机械工业出版社,¥37.50,1094条评论,width: 90%;

王国平, /2018-02-01,,电子工业出版社,¥56.60,368条评论,width: 80%;

陈晓勇, /2017-02-28,,机械工业出版社,¥75.80,476条评论,width: 100%;

毕马威中国大数据团队, /2018-02-01,毕马威亚太区及中国主席陶匡淳先生倾情作序推荐，毕马威中国大数据团队倾力打造，全面阐述大数据在各行各业的价值,清华大学出版社,¥59.30,583条评论,width: 100%;

谭峰, /2018-07-17,这是一本值得存放于身旁的PostgreSQL参考书，特别是性能分析、集群、分片、地理信息等高技术含量的章节，可以作为日常工作的有效参考。本书基于新的PostgreSQL 10版本，重点在于通过实际操作为读者全方位解读PostgreSQL。从安装配置、连接使用、数据管理、体系架构，到NoSQL操作、性能优化、集群部署、分布式、分片、地理信息，面面俱到。,机械工业出版社,¥85.40,2条评论,width: 100%;

周英, /2016-05-06,MATLAB官方（MathWorks）资深大数据挖掘专家撰写，MathWorks官方及多位专家鼎力推荐。从技术、方法、案例、*佳实践4个维度循序渐进地讲解了大数据挖掘技术。,机械工业出版社,¥75.80,1438条评论,width: 90%;

艾达, /2017-11-01,数据产品设计快速入门指南 详细介绍数据产品设计流程,电子工业出版社,¥66.20,93条评论,width: 100%;

